DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.2,47.8,100%,43.3,4.4
3 Pointers,1.1,2.0,53.1,47.8%,34.2,18.9
2 Pointers,0.9,2.2,42.9,52.2%,47.0,-4.2
Less Than 6 Ft,0.6,1.1,52.9,25.4%,56.3,-3.4
Less Than 10 Ft,0.8,1.6,48.0,37.3%,53.8,-5.8
Greater Than 15 Ft,1.1,2.3,48.6,55.2%,35.7,13.0
