DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.6,8.1,44.3,100%,44.0,0.4
3 Pointers,1.1,3.0,34.8,37.5%,35.2,-0.3
2 Pointers,2.5,5.1,50.0,62.5%,48.4,1.6
Less Than 6 Ft,1.2,1.7,70.6,20.6%,59.1,11.5
Less Than 10 Ft,1.6,2.5,62.8,31.2%,54.3,8.5
Greater Than 15 Ft,1.6,4.7,33.8,57.4%,37.2,-3.4
