,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 08, 2017 - LAL @ DET",L,240,102,37,86,43.0,6,23,26.1,22,26,84.6,7,34,41,21,7,3,21,21,2017-02-08 00:00:00,DET,AWAY
1,"FEB 06, 2017 - LAL @ NYK",W,240,121,44,102,43.1,8,28,28.6,25,31,80.6,20,35,55,19,9,6,7,28,2017-02-06 00:00:00,NYK,AWAY
2,"FEB 03, 2017 - LAL @ BOS",L,240,107,37,94,39.4,14,38,36.8,19,26,73.1,15,37,52,24,9,3,12,23,2017-02-03 00:00:00,BOS,AWAY
3,"FEB 02, 2017 - LAL @ WAS",L,240,108,40,87,46.0,12,39,30.8,16,22,72.7,12,35,47,19,6,8,20,23,2017-02-02 00:00:00,WAS,AWAY
4,"JAN 31, 2017 - LAL vs. DEN",W,240,120,47,89,52.8,12,26,46.2,14,18,77.8,10,34,44,25,7,10,15,16,2017-01-31 00:00:00,DEN,HOME
5,"JAN 26, 2017 - LAL @ UTA",L,240,88,36,84,42.9,4,14,28.6,12,13,92.3,10,38,48,13,5,2,12,24,2017-01-26 00:00:00,UTA,AWAY
6,"JAN 25, 2017 - LAL @ POR",L,240,98,37,94,39.4,11,30,36.7,13,14,92.9,14,37,51,16,5,9,13,17,2017-01-25 00:00:00,POR,AWAY
7,"JAN 22, 2017 - LAL @ DAL",L,240,73,28,73,38.4,3,21,14.3,14,17,82.4,5,27,32,11,3,4,17,20,2017-01-22 00:00:00,DAL,AWAY
8,"JAN 20, 2017 - LAL vs. IND",W,240,108,41,87,47.1,14,33,42.4,12,15,80.0,16,35,51,27,15,3,23,20,2017-01-20 00:00:00,IND,HOME
9,"JAN 17, 2017 - LAL vs. DEN",L,240,121,47,108,43.5,11,30,36.7,16,18,88.9,20,23,43,28,11,5,12,21,2017-01-17 00:00:00,DEN,HOME
10,"JAN 15, 2017 - LAL vs. DET",L,240,97,36,83,43.4,6,26,23.1,19,24,79.2,9,41,50,19,2,4,14,18,2017-01-15 00:00:00,DET,HOME
11,"JAN 14, 2017 - LAL @ LAC",L,240,97,36,80,45.0,10,21,47.6,15,27,55.6,6,34,40,21,3,2,14,20,2017-01-14 00:00:00,LAC,AWAY
12,"JAN 12, 2017 - LAL @ SAS",L,240,94,35,85,41.2,6,20,30.0,18,25,72.0,9,20,29,23,6,3,9,25,2017-01-12 00:00:00,SAS,AWAY
13,"JAN 10, 2017 - LAL vs. POR",L,240,87,32,83,38.6,9,24,37.5,14,26,53.8,9,29,38,18,7,5,10,18,2017-01-10 00:00:00,POR,HOME
14,"JAN 08, 2017 - LAL vs. ORL",W,240,111,42,87,48.3,8,32,25.0,19,24,79.2,6,41,47,23,8,5,13,21,2017-01-08 00:00:00,ORL,HOME
15,"JAN 06, 2017 - LAL vs. MIA",W,240,127,48,96,50.0,10,28,35.7,21,29,72.4,18,44,62,22,6,2,11,22,2017-01-06 00:00:00,MIA,HOME
16,"JAN 05, 2017 - LAL @ POR",L,240,109,36,86,41.9,10,31,32.3,27,33,81.8,10,30,40,15,7,3,11,25,2017-01-05 00:00:00,POR,AWAY
17,"JAN 03, 2017 - LAL vs. MEM",W,240,116,42,82,51.2,17,33,51.5,15,28,53.6,9,34,43,34,5,2,9,23,2017-01-03 00:00:00,MEM,HOME
18,"JAN 01, 2017 - LAL vs. TOR",L,240,114,37,92,40.2,15,32,46.9,25,31,80.6,16,27,43,19,8,3,7,21,2017-01-01 00:00:00,TOR,HOME
19,"DEC 29, 2016 - LAL vs. DAL",L,240,89,32,68,47.1,7,19,36.8,18,25,72.0,7,27,34,15,8,1,15,18,2016-12-29 00:00:00,DAL,HOME
20,"DEC 27, 2016 - LAL vs. UTA",L,240,100,39,83,47.0,4,16,25.0,18,22,81.8,15,25,40,19,8,3,14,21,2016-12-27 00:00:00,UTA,HOME
21,"DEC 25, 2016 - LAL vs. LAC",W,240,111,40,84,47.6,8,25,32.0,23,30,76.7,13,35,48,18,7,3,13,21,2016-12-25 00:00:00,LAC,HOME
22,"DEC 23, 2016 - LAL @ ORL",L,240,90,31,87,35.6,8,23,34.8,20,24,83.3,13,34,47,16,8,6,16,14,2016-12-23 00:00:00,ORL,AWAY
23,"DEC 22, 2016 - LAL @ MIA",L,240,107,40,90,44.4,14,38,36.8,13,15,86.7,9,31,40,18,7,2,13,14,2016-12-22 00:00:00,MIA,AWAY
24,"DEC 20, 2016 - LAL @ CHA",L,240,113,44,90,48.9,16,33,48.5,9,11,81.8,10,30,40,29,5,12,12,20,2016-12-20 00:00:00,CHA,AWAY
25,"DEC 17, 2016 - LAL @ CLE",L,240,108,41,86,47.7,16,37,43.2,10,13,76.9,10,31,41,30,3,2,11,16,2016-12-17 00:00:00,CLE,AWAY
26,"DEC 16, 2016 - LAL @ PHI",W,240,100,36,79,45.6,9,30,30.0,19,22,86.4,8,38,46,19,10,4,20,21,2016-12-16 00:00:00,PHI,AWAY
27,"DEC 14, 2016 - LAL @ BKN",L,240,97,35,91,38.5,6,27,22.2,21,34,61.8,18,31,49,11,8,6,10,26,2016-12-14 00:00:00,BKN,AWAY
28,"DEC 12, 2016 - LAL @ SAC",L,240,92,33,84,39.3,10,23,43.5,16,21,76.2,17,22,39,18,12,3,19,16,2016-12-12 00:00:00,SAC,AWAY
29,"DEC 11, 2016 - LAL vs. NYK",L,240,112,42,88,47.7,10,28,35.7,18,22,81.8,9,32,41,26,7,1,14,22,2016-12-11 00:00:00,NYK,HOME
30,"DEC 09, 2016 - LAL vs. PHX",L,240,115,40,87,46.0,9,26,34.6,26,34,76.5,10,39,49,18,4,2,15,21,2016-12-09 00:00:00,PHX,HOME
31,"DEC 07, 2016 - LAL @ HOU",L,240,95,34,87,39.1,5,20,25.0,22,27,81.5,14,25,39,14,13,4,27,22,2016-12-07 00:00:00,HOU,AWAY
32,"DEC 05, 2016 - LAL vs. UTA",L,240,101,39,87,44.8,5,14,35.7,18,23,78.3,15,28,43,15,8,1,10,23,2016-12-05 00:00:00,UTA,HOME
33,"DEC 03, 2016 - LAL @ MEM",L,240,100,35,81,43.2,7,21,33.3,23,29,79.3,14,30,44,16,7,4,18,18,2016-12-03 00:00:00,MEM,AWAY
34,"DEC 02, 2016 - LAL @ TOR",L,240,80,32,93,34.4,6,26,23.1,10,17,58.8,19,27,46,16,6,2,16,18,2016-12-02 00:00:00,TOR,AWAY
35,"NOV 30, 2016 - LAL @ CHI",W,240,96,33,81,40.7,2,8,25.0,28,41,68.3,18,42,60,17,12,3,23,24,2016-11-30 00:00:00,CHI,AWAY
36,"NOV 29, 2016 - LAL @ NOP",L,240,88,37,87,42.5,5,30,16.7,9,18,50.0,9,38,47,26,8,5,12,17,2016-11-29 00:00:00,NOP,AWAY
37,"NOV 27, 2016 - LAL vs. ATL",W,240,109,42,95,44.2,8,20,40.0,17,20,85.0,15,38,53,20,7,2,9,15,2016-11-27 00:00:00,ATL,HOME
38,"NOV 25, 2016 - LAL vs. GSW",L,240,85,32,90,35.6,5,22,22.7,16,23,69.6,14,31,45,20,12,3,18,16,2016-11-25 00:00:00,GSW,HOME
39,"NOV 23, 2016 - LAL @ GSW",L,240,106,40,93,43.0,8,20,40.0,18,22,81.8,7,30,37,22,5,1,11,25,2016-11-23 00:00:00,GSW,AWAY
