,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
40,"NOV 22, 2016 - LAL vs. OKC",W,240,111,42,83,50.6,14,27,51.9,13,16,81.3,6,29,35,25,8,7,17,17,2016-11-22 00:00:00,OKC,HOME
41,"NOV 20, 2016 - LAL vs. CHI",L,240,110,41,93,44.1,13,31,41.9,15,21,71.4,10,27,37,26,11,3,10,19,2016-11-20 00:00:00,CHI,HOME
42,"NOV 18, 2016 - LAL vs. SAS",L,240,107,39,87,44.8,12,25,48.0,17,21,81.0,15,30,45,24,6,1,13,21,2016-11-18 00:00:00,SAS,HOME
43,"NOV 15, 2016 - LAL vs. BKN",W,240,125,41,92,44.6,9,28,32.1,34,43,79.1,14,41,55,24,9,2,11,17,2016-11-15 00:00:00,BKN,HOME
44,"NOV 13, 2016 - LAL @ MIN",L,240,99,33,71,46.5,8,24,33.3,25,30,83.3,5,34,39,16,6,5,17,31,2016-11-13 00:00:00,MIN,AWAY
45,"NOV 12, 2016 - LAL @ NOP",W,240,126,52,94,55.3,16,30,53.3,6,7,85.7,10,37,47,36,8,5,10,17,2016-11-12 00:00:00,NOP,AWAY
46,"NOV 10, 2016 - LAL @ SAC",W,240,101,38,74,51.4,9,27,33.3,16,22,72.7,4,38,42,18,8,2,21,19,2016-11-10 00:00:00,SAC,AWAY
47,"NOV 08, 2016 - LAL vs. DAL",L,240,97,38,78,48.7,10,26,38.5,11,14,78.6,8,29,37,20,6,1,16,19,2016-11-08 00:00:00,DAL,HOME
48,"NOV 06, 2016 - LAL vs. PHX",W,240,119,41,90,45.6,10,23,43.5,27,35,77.1,15,38,53,22,8,5,19,22,2016-11-06 00:00:00,PHX,HOME
49,"NOV 04, 2016 - LAL vs. GSW",W,240,117,45,95,47.4,8,30,26.7,19,21,90.5,16,35,51,26,9,5,16,19,2016-11-04 00:00:00,GSW,HOME
50,"NOV 02, 2016 - LAL @ ATL",W,240,123,48,90,53.3,9,22,40.9,18,20,90.0,11,31,42,24,11,9,15,25,2016-11-02 00:00:00,ATL,AWAY
51,"NOV 01, 2016 - LAL @ IND",L,240,108,40,89,44.9,6,28,21.4,22,25,88.0,11,33,44,14,8,2,19,25,2016-11-01 00:00:00,IND,AWAY
52,"OCT 30, 2016 - LAL @ OKC",L,240,96,35,87,40.2,7,32,21.9,19,24,79.2,11,30,41,20,15,2,21,18,2016-10-30 00:00:00,OKC,AWAY
53,"OCT 28, 2016 - LAL @ UTA",L,240,89,32,84,38.1,9,23,39.1,16,21,76.2,11,32,43,16,6,7,14,29,2016-10-28 00:00:00,UTA,AWAY
54,"OCT 26, 2016 - LAL vs. HOU",W,240,120,45,89,50.6,12,35,34.3,18,22,81.8,11,28,39,21,10,4,15,24,2016-10-26 00:00:00,HOU,HOME
