DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.3,3.0,44.4,100%,47.8,-3.3
3 Pointers,0.1,0.5,30.0,15.9%,36.8,-6.8
2 Pointers,1.2,2.5,47.2,84.1%,51.8,-4.6
Less Than 6 Ft,0.9,1.4,63.3,47.6%,62.9,0.5
Less Than 10 Ft,1.1,2.0,53.5,68.3%,55.9,-2.4
Greater Than 15 Ft,0.2,0.7,26.7,23.8%,39.6,-12.9
