DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,7.9,49.9,100%,44.8,5.0
3 Pointers,1.2,3.1,39.9,38.8%,36.8,3.1
2 Pointers,2.7,4.8,56.2,61.2%,49.4,6.8
Less Than 6 Ft,1.5,1.9,76.1,24.1%,60.7,15.4
Less Than 10 Ft,1.9,2.7,67.9,34.4%,56.2,11.8
Greater Than 15 Ft,1.8,4.5,40.7,56.2%,38.2,2.5
