BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,51,27.0,8.9,3.0,7.4,40.4,1.6,4.2,37.6,1.4,1.6,83.1,0.2,2.4,2.7,2.3,1.5,0.5,0.4,1.9,0,0,-2.7
Home,27,25.8,8.7,3.1,7.3,42.3,1.6,4.1,40.0,0.9,1.1,80.6,0.1,2.3,2.5,2.1,1.3,0.2,0.6,2.0,0,0,-0.9
Road,24,28.3,9.1,2.9,7.5,38.3,1.5,4.3,35.0,1.8,2.2,84.6,0.3,2.5,2.9,2.5,1.7,0.8,0.3,1.8,0,0,-4.8
Wins,18,25.1,10.2,3.4,6.5,53.0,2.1,3.9,54.3,1.2,1.4,84.6,0.3,1.7,2.0,2.3,1.4,0.4,0.5,2.0,0,0,8.8
Losses,33,28.0,8.2,2.7,7.8,34.7,1.3,4.3,29.4,1.4,1.7,82.5,0.2,2.8,3.0,2.2,1.6,0.6,0.4,1.8,0,0,-9.0
October,2,25.7,9.5,3.5,6.5,53.8,1.0,2.0,50.0,1.5,1.5,100,0.0,4.5,4.5,1.0,1.5,0.0,0.5,1.5,0,0,-10.5
November,16,25.3,10.4,3.6,7.1,50.9,1.9,4.2,44.8,1.3,1.6,76.9,0.3,2.3,2.5,1.6,1.7,0.5,0.4,1.5,0,0,-5.6
December,12,27.3,7.9,2.3,7.0,32.1,1.3,4.3,28.8,2.2,2.8,78.8,0.2,2.0,2.2,2.7,1.7,0.7,0.4,2.0,0,0,0.3
January,15,26.8,7.7,2.9,7.6,37.7,1.6,4.1,38.7,0.4,0.4,100,0.3,2.1,2.3,2.1,0.9,0.3,0.6,2.2,0,0,1.7
February,6,31.9,9.5,2.8,8.5,33.3,1.5,4.7,32.1,2.3,2.5,93.3,0.3,4.0,4.3,4.0,2.2,0.8,0.2,2.0,0,0,-9.7
Pre All-Star,51,27.0,8.9,3.0,7.4,40.4,1.6,4.2,37.6,1.4,1.6,83.1,0.2,2.4,2.7,2.3,1.5,0.5,0.4,1.9,0,0,-2.7
Starters,24,29.3,7.9,2.6,8.0,33.0,1.4,4.6,30.9,1.2,1.5,80.6,0.3,2.4,2.6,2.4,1.3,0.6,0.6,2.5,0,0,-2.4
Bench,27,25.0,9.8,3.3,6.9,48.1,1.7,3.8,44.7,1.5,1.7,85.1,0.2,2.5,2.7,2.1,1.7,0.4,0.3,1.3,0,0,-3.0
0 Days Rest,13,29.5,10.2,3.2,8.6,37.5,2.0,5.4,37.1,1.7,2.1,81.5,0.4,2.4,2.8,2.1,1.5,0.8,0.5,2.3,0,0,-3.6
1 Days Rest,24,27.2,9.9,3.4,7.5,45.3,1.8,4.3,41.2,1.3,1.6,79.5,0.2,2.5,2.8,2.6,1.5,0.4,0.5,2.0,0,0,-2.0
2 Days Rest,9,24.2,5.7,1.8,5.6,32.0,0.9,2.9,30.8,1.2,1.3,91.7,0.2,2.0,2.2,1.9,1.3,0.7,0.2,1.8,0,0,-5.2
3 Days Rest,3,26.7,5.3,1.7,7.7,21.7,1.3,4.3,30.8,0.7,0.7,100,0.0,3.0,3.0,2.3,2.0,0.0,0.3,0.7,0,0,2.3
4 Days Rest,1,22.5,13.0,5.0,6.0,83.3,0.0,1.0,0.0,3.0,3.0,100,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0
5 Days Rest,1,19.0,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0,0,-3.0
