DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.0,13.3,45.2,100%,47.5,-2.3
3 Pointers,1.2,3.3,36.6,24.7%,36.5,0.1
2 Pointers,4.8,10.0,48.0,75.3%,51.5,-3.5
Less Than 6 Ft,2.8,5.3,52.5,39.6%,61.9,-9.4
Less Than 10 Ft,3.6,7.0,51.0,52.9%,56.8,-5.8
Greater Than 15 Ft,2.0,5.3,37.4,39.9%,38.2,-0.8
