DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.2,4.5,49.7,100%,45.6,4.0
3 Pointers,0.4,1.1,33.3,24.2%,34.6,-1.3
2 Pointers,1.9,3.4,54.9,75.8%,51.1,3.7
Less Than 6 Ft,1.1,1.5,71.4,32.9%,62.2,9.2
Less Than 10 Ft,1.4,2.1,65.2,46.3%,56.4,8.8
Greater Than 15 Ft,0.8,2.0,37.3,45.0%,36.3,1.1
