DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.5,10.2,44.4,100%,45.0,-0.6
3 Pointers,1.1,3.6,31.3,35.9%,36.5,-5.2
2 Pointers,3.4,6.5,51.7,64.1%,49.6,2.1
Less Than 6 Ft,1.7,2.4,69.5,23.7%,62.0,7.5
Less Than 10 Ft,2.1,3.3,63.8,32.7%,56.7,7.1
Greater Than 15 Ft,1.9,5.7,33.5,55.8%,38.1,-4.7
