DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.2,4.2,52.4,100%,44.8,7.6
3 Pointers,0.6,1.6,37.5,38.1%,38.1,-0.6
2 Pointers,1.6,2.6,61.5,61.9%,47.5,14.0
Less Than 6 Ft,0.6,0.8,75.0,19.0%,65.9,9.1
Less Than 10 Ft,1.0,1.8,55.6,42.9%,55.4,0.1
Greater Than 15 Ft,1.0,2.2,45.5,52.4%,37.6,7.9
