BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,51,22.4,6.1,2.3,4.8,48.6,0.6,1.5,38.7,0.9,1.3,71.9,0.7,1.7,2.4,0.4,0.7,1.0,0.5,1.7,0,0,2.7
Home,25,23.1,6.5,2.4,4.8,51.3,0.6,1.3,42.4,1.0,1.4,72.2,0.8,1.8,2.6,0.5,0.8,0.8,0.5,1.6,0,0,6.1
Road,26,21.7,5.7,2.2,4.8,46.0,0.6,1.6,35.7,0.8,1.1,71.4,0.6,1.6,2.2,0.3,0.6,1.2,0.6,1.8,0,0,-0.5
Wins,30,23.8,7.4,3.0,5.3,56.3,0.7,1.4,50.0,0.8,1.2,68.6,0.8,1.8,2.6,0.4,0.7,1.0,0.7,1.8,0,0,9.5
Losses,21,20.3,4.2,1.4,4.0,34.1,0.4,1.6,24.2,1.0,1.4,75.9,0.6,1.6,2.1,0.3,0.6,1.0,0.3,1.5,0,0,-7.0
October,3,17.8,2.0,0.7,3.3,20.0,0.0,1.0,0.0,0.7,1.7,40.0,1.7,1.0,2.7,0.7,0.3,0.3,0.3,0.0,0,0,3.0
November,16,23.5,6.3,2.3,4.1,56.1,0.7,1.6,42.3,1.0,1.8,57.1,0.6,1.5,2.1,0.2,0.8,1.4,0.4,1.4,0,0,8.9
December,15,24.2,7.1,2.6,5.9,43.8,0.9,2.1,40.6,1.0,1.0,100,0.9,2.1,2.9,0.6,0.7,1.1,0.7,1.7,0,0,0.5
January,12,23.1,7.0,2.8,5.3,52.4,0.4,0.9,45.5,1.1,1.3,81.3,0.7,1.8,2.5,0.4,0.8,0.8,0.7,2.1,0,0,0.9
February,5,14.0,2.8,1.4,3.0,46.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.2,0.6,0.4,2.4,0,0,-6.0
Pre All-Star,51,22.4,6.1,2.3,4.8,48.6,0.6,1.5,38.7,0.9,1.3,71.9,0.7,1.7,2.4,0.4,0.7,1.0,0.5,1.7,0,0,2.7
Starters,47,23.3,6.4,2.4,4.9,48.5,0.6,1.6,39.2,1.0,1.4,71.9,0.7,1.7,2.5,0.4,0.7,1.1,0.6,1.7,0,0,3.4
Bench,4,11.0,3.0,1.5,3.0,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.3,0.3,0.5,2.0,0,0,-5.5
0 Days Rest,11,23.1,6.6,2.5,5.2,49.1,1.0,2.2,45.8,0.5,0.6,85.7,0.8,2.1,2.9,0.5,0.3,0.7,0.7,1.5,0,0,3.5
1 Days Rest,29,23.8,6.2,2.4,4.7,51.1,0.6,1.5,39.5,0.9,1.4,63.4,0.6,1.9,2.4,0.3,0.8,1.2,0.6,1.7,0,0,4.3
2 Days Rest,7,19.4,5.3,2.0,5.1,38.9,0.0,0.9,0.0,1.3,1.4,90.0,1.1,0.9,2.0,0.4,0.7,0.7,0.1,1.6,0,0,0.6
3 Days Rest,2,12.4,6.5,2.5,4.5,55.6,0.5,0.5,100,1.0,1.0,100,0.0,1.0,1.0,0.5,0.5,1.0,0.5,3.5,0,0,-4.5
5 Days Rest,1,16.7,6.0,2.0,4.0,50.0,0.0,1.0,0.0,2.0,2.0,100,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0,0,-11.0
6+ Days Rest,1,17.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0,0,-8.0
