DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.3,9.0,47.5,100%,46.3,1.2
3 Pointers,1.0,2.4,42.7,27.2%,34.8,7.9
2 Pointers,3.2,6.5,49.3,72.8%,50.7,-1.4
Less Than 6 Ft,1.9,3.5,54.5,38.6%,61.1,-6.6
Less Than 10 Ft,2.5,4.9,50.2,54.7%,55.9,-5.6
Greater Than 15 Ft,1.5,3.5,44.2,38.6%,36.5,7.7
