BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,45,30.3,13.4,5.1,10.6,48.2,1.2,2.9,42.3,2.0,2.3,86.3,0.4,1.6,2.0,4.0,1.5,1.0,0.1,1.9,0,0,-1.4
Home,23,30.5,14.3,5.6,11.0,50.8,1.3,2.9,44.8,1.9,2.3,81.1,0.3,1.4,1.7,4.1,1.4,1.3,0.0,1.8,0,0,-1.8
Road,22,30.1,12.4,4.6,10.1,45.3,1.1,2.9,39.7,2.0,2.2,91.8,0.5,1.7,2.2,4.0,1.6,0.8,0.1,2.0,0,0,-0.9
Wins,18,30.1,15.2,5.7,10.7,52.8,1.6,3.4,45.2,2.3,2.9,80.8,0.3,1.1,1.4,4.2,2.1,0.8,0.1,1.6,0,0,3.2
Losses,27,30.4,12.1,4.7,10.4,45.0,1.0,2.5,39.7,1.7,1.9,92.0,0.4,1.9,2.3,3.9,1.1,1.2,0.1,2.0,0,0,-4.4
November,10,30.0,12.9,4.7,9.6,49.0,0.8,2.3,34.8,2.7,3.2,84.4,0.5,1.7,2.2,4.9,2.1,1.3,0.1,1.5,0,0,0.8
December,15,28.9,11.2,4.1,9.9,40.9,1.0,2.7,36.6,2.1,2.5,81.6,0.4,1.4,1.8,3.9,1.4,0.7,0.0,1.5,0,0,-2.5
January,16,30.4,14.2,5.4,10.4,52.1,1.6,3.3,48.1,1.8,1.9,93.3,0.4,1.6,2.1,3.8,1.3,1.1,0.2,2.1,0,0,-1.1
February,4,35.9,19.3,8.5,15.8,54.0,1.8,3.5,50.0,0.5,0.5,100,0.0,1.5,1.5,3.5,1.5,1.8,0.0,3.0,0,0,-3.8
Pre All-Star,45,30.3,13.4,5.1,10.6,48.2,1.2,2.9,42.3,2.0,2.3,86.3,0.4,1.6,2.0,4.0,1.5,1.0,0.1,1.9,0,0,-1.4
Starters,40,30.3,13.5,5.1,10.5,48.2,1.3,3.1,43.4,2.0,2.4,86.2,0.4,1.5,1.9,3.9,1.4,1.0,0.1,1.9,0,0,-1.6
Bench,5,30.1,12.2,5.2,10.8,48.1,0.4,1.6,25.0,1.4,1.6,87.5,0.6,2.2,2.8,5.0,2.4,1.2,0.0,2.0,0,0,0.2
0 Days Rest,9,29.8,12.1,5.2,11.2,46.5,0.8,2.6,30.4,0.9,0.9,100,0.7,1.4,2.1,2.7,1.2,0.4,0.3,2.2,0,0,-4.0
1 Days Rest,25,30.0,13.0,4.8,10.1,47.2,1.3,2.9,45.2,2.2,2.7,82.1,0.2,1.7,2.0,4.4,1.4,1.2,0.0,1.9,0,0,-1.7
2 Days Rest,8,32.6,16.8,6.4,12.3,52.0,1.6,3.4,48.1,2.4,2.6,90.5,0.5,1.4,1.9,4.5,2.0,0.8,0.0,1.4,0,0,1.9
3 Days Rest,1,28.5,13.0,4.0,8.0,50.0,1.0,3.0,33.3,4.0,4.0,100,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0,0,-7.0
4 Days Rest,1,29.6,10.0,4.0,7.0,57.1,0.0,1.0,0.0,2.0,2.0,100,1.0,3.0,4.0,6.0,2.0,2.0,0.0,1.0,0,0,4.0
6+ Days Rest,1,27.6,9.0,4.0,9.0,44.4,1.0,3.0,33.3,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,0.0,1.0,0,0,5.0
