DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.6,9.8,46.6,100%,47.7,-1.1
3 Pointers,0.6,1.4,44.3,14.6%,36.0,8.2
2 Pointers,3.9,8.4,47.0,85.4%,51.6,-4.6
Less Than 6 Ft,2.2,4.3,50.5,44.1%,61.8,-11.3
Less Than 10 Ft,2.8,5.9,47.8,60.5%,56.6,-8.8
Greater Than 15 Ft,1.4,3.1,44.1,31.6%,37.4,6.7
