DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.0,1.3,75.0,100%,41.3,33.7
3 Pointers,0.3,0.3,100,25.0%,37.5,62.5
2 Pointers,0.7,1.0,66.7,75.0%,44.9,21.7
Less Than 6 Ft,0.7,0.7,100,50.0%,54.9,45.2
Less Than 10 Ft,0.7,0.7,100,50.0%,50.5,49.5
Greater Than 15 Ft,0.3,0.3,100,25.0%,37.6,62.4
