BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,43,16.6,4.5,1.4,3.8,38.0,0.5,1.6,31.9,1.1,1.2,86.8,0.2,1.3,1.5,1.8,0.7,0.7,0.0,1.2,0,0,-1.6
Home,20,18.1,5.0,1.5,4.2,36.1,0.6,1.8,31.4,1.4,1.7,84.8,0.3,1.3,1.6,2.0,1.0,0.8,0.1,1.3,0,0,-1.0
Road,23,15.4,4.0,1.4,3.5,40.0,0.5,1.5,32.4,0.8,0.9,90.0,0.2,1.3,1.5,1.7,0.4,0.6,0.0,1.2,0,0,-2.2
Wins,14,18.3,5.3,1.7,3.5,49.0,0.4,1.1,37.5,1.4,1.5,95.2,0.2,1.7,1.9,1.7,0.5,0.5,0.1,1.1,0,0,2.4
Losses,29,15.8,4.1,1.3,3.9,33.3,0.6,1.8,30.2,0.9,1.1,81.3,0.2,1.1,1.3,1.9,0.8,0.8,0.0,1.3,0,0,-3.5
October,1,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,2.0
November,14,12.9,2.5,0.7,2.4,30.3,0.4,0.9,46.2,0.6,0.8,81.8,0.1,1.4,1.4,1.1,0.3,0.6,0.0,0.9,0,0,0.3
December,9,13.5,3.2,1.1,3.4,32.3,0.4,1.9,23.5,0.6,0.8,71.4,0.1,0.3,0.4,1.7,0.7,0.2,0.0,0.4,0,0,-1.6
January,14,20.2,6.0,2.1,5.1,40.3,0.5,2.1,24.1,1.4,1.6,86.4,0.4,1.7,2.1,2.2,0.9,0.8,0.0,1.6,0,0,-2.4
February,5,24.5,8.8,2.6,5.0,52.0,1.0,2.0,50.0,2.6,2.6,100,0.2,2.0,2.2,3.2,1.4,1.4,0.2,2.6,0,0,-5.6
Pre All-Star,43,16.6,4.5,1.4,3.8,38.0,0.5,1.6,31.9,1.1,1.2,86.8,0.2,1.3,1.5,1.8,0.7,0.7,0.0,1.2,0,0,-1.6
Starters,6,32.5,11.7,3.7,8.2,44.9,0.8,3.0,27.8,3.5,3.8,91.3,0.5,2.3,2.8,2.8,2.0,1.2,0.0,2.8,0,0,1.2
Bench,37,14.1,3.3,1.1,3.1,35.1,0.5,1.4,33.3,0.7,0.8,83.3,0.2,1.1,1.3,1.6,0.5,0.6,0.0,1.0,0,0,-2.1
0 Days Rest,6,19.8,7.2,2.7,5.2,51.6,0.8,2.0,41.7,1.0,1.0,100,0.2,1.8,2.0,2.0,0.5,0.7,0.0,1.2,0,0,-0.7
1 Days Rest,23,17.3,4.7,1.5,3.6,41.5,0.5,1.4,37.5,1.2,1.5,82.4,0.3,1.4,1.7,1.9,0.8,0.8,0.0,1.4,0,0,-0.6
2 Days Rest,6,18.9,3.8,1.2,4.2,28.0,0.3,1.8,18.2,1.2,1.2,100,0.2,1.0,1.2,1.8,0.8,0.8,0.0,1.5,0,0,-5.2
3 Days Rest,5,13.1,2.0,0.6,3.6,16.7,0.2,2.0,10.0,0.6,0.8,75.0,0.0,1.2,1.2,1.6,0.4,0.4,0.0,0.8,0,0,-2.8
4 Days Rest,1,3.9,5.0,1.0,1.0,100,1.0,1.0,100,2.0,2.0,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-5.0
6+ Days Rest,2,8.7,1.5,0.5,3.0,16.7,0.5,1.5,33.3,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0,0,-0.5
