,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 11, 2017 - OKC vs. GSW",L,9,4,2,3,66.7,0,1,0.0,0,0,0.0,0,3,3,1,0,0,1,0,0,2017-02-11 00:00:00,GSW,HOME
1,"FEB 09, 2017 - OKC vs. CLE",W,21,4,2,8,25.0,0,2,0.0,0,0,0.0,3,1,4,3,0,0,0,0,7,2017-02-09 00:00:00,CLE,HOME
2,"FEB 06, 2017 - OKC @ IND",L,20,7,3,5,60.0,0,1,0.0,1,2,50.0,2,4,6,0,0,0,2,0,-13,2017-02-06 00:00:00,IND,AWAY
3,"FEB 05, 2017 - OKC vs. POR",W,17,7,3,6,50.0,1,2,50.0,0,0,0.0,4,5,9,2,0,0,2,4,1,2017-02-05 00:00:00,POR,HOME
4,"FEB 03, 2017 - OKC vs. MEM",W,29,16,6,7,85.7,3,4,75.0,1,2,50.0,1,7,8,2,0,0,3,3,17,2017-02-03 00:00:00,MEM,HOME
5,"FEB 01, 2017 - OKC vs. CHI",L,14,4,1,3,33.3,1,2,50.0,1,2,50.0,0,1,1,1,1,1,1,1,6,2017-02-01 00:00:00,CHI,HOME
6,"JAN 31, 2017 - OKC @ SAS",L,16,4,2,8,25.0,0,1,0.0,0,0,0.0,1,4,5,0,0,0,1,4,-21,2017-01-31 00:00:00,SAS,AWAY
7,"JAN 29, 2017 - OKC @ CLE",L,21,13,6,10,60.0,0,0,0.0,1,2,50.0,0,6,6,1,0,0,3,0,6,2017-01-29 00:00:00,CLE,AWAY
8,"JAN 26, 2017 - OKC vs. DAL",W,7,3,1,3,33.3,0,1,0.0,1,1,100.0,0,0,0,0,0,0,1,0,-6,2017-01-26 00:00:00,DAL,HOME
9,"JAN 25, 2017 - OKC @ NOP",W,10,2,1,5,20.0,0,2,0.0,0,0,0.0,0,2,2,2,0,0,0,0,-8,2017-01-25 00:00:00,NOP,AWAY
10,"JAN 23, 2017 - OKC @ UTA",W,11,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,-5,2017-01-23 00:00:00,UTA,AWAY
11,"JAN 16, 2017 - OKC @ LAC",L,30,13,5,14,35.7,1,4,25.0,2,3,66.7,3,6,9,1,1,0,0,0,-4,2017-01-16 00:00:00,LAC,AWAY
12,"JAN 15, 2017 - OKC @ SAC",W,4,0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,-3,2017-01-15 00:00:00,SAC,AWAY
13,"JAN 13, 2017 - OKC @ MIN",L,10,0,0,4,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,0,-8,2017-01-13 00:00:00,MIN,AWAY
14,"JAN 11, 2017 - OKC vs. MEM",W,11,6,1,2,50.0,0,1,0.0,4,4,100.0,1,2,3,1,0,0,0,2,-3,2017-01-11 00:00:00,MEM,HOME
15,"JAN 09, 2017 - OKC @ CHI",W,14,6,2,3,66.7,1,2,50.0,1,2,50.0,0,0,0,0,0,0,3,0,-4,2017-01-09 00:00:00,CHI,AWAY
16,"JAN 07, 2017 - OKC vs. DEN",W,5,4,2,3,66.7,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,-3,2017-01-07 00:00:00,DEN,HOME
17,"JAN 02, 2017 - OKC @ MIL",L,14,3,1,2,50.0,0,0,0.0,1,2,50.0,1,2,3,1,0,0,1,0,-9,2017-01-02 00:00:00,MIL,AWAY
18,"DEC 31, 2016 - OKC vs. LAC",W,16,8,2,4,50.0,0,1,0.0,4,5,80.0,0,3,3,1,0,0,1,6,-3,2016-12-31 00:00:00,LAC,HOME
19,"DEC 29, 2016 - OKC @ MEM",L,10,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-6,2016-12-29 00:00:00,MEM,AWAY
20,"DEC 27, 2016 - OKC @ MIA",W,11,3,1,2,50.0,0,0,0.0,1,2,50.0,0,2,2,1,0,0,0,2,5,2016-12-27 00:00:00,MIA,AWAY
21,"DEC 25, 2016 - OKC vs. MIN",W,18,8,3,4,75.0,2,2,100.0,0,0,0.0,1,3,4,1,0,0,0,1,1,2016-12-25 00:00:00,MIN,HOME
22,"DEC 23, 2016 - OKC @ BOS",W,13,3,0,3,0.0,0,1,0.0,3,4,75.0,0,4,4,3,0,0,1,1,1,2016-12-23 00:00:00,BOS,AWAY
23,"DEC 21, 2016 - OKC @ NOP",W,25,10,5,7,71.4,0,1,0.0,0,0,0.0,1,5,6,3,2,0,0,1,20,2016-12-21 00:00:00,NOP,AWAY
24,"DEC 19, 2016 - OKC vs. ATL",L,4,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,1,1,2016-12-19 00:00:00,ATL,HOME
25,"DEC 14, 2016 - OKC @ UTA",L,8,2,1,5,20.0,0,1,0.0,0,0,0.0,3,0,3,0,0,0,0,0,-4,2016-12-14 00:00:00,UTA,AWAY
26,"DEC 13, 2016 - OKC @ POR",L,16,9,3,7,42.9,1,2,50.0,2,2,100.0,3,0,3,2,1,0,0,2,-13,2016-12-13 00:00:00,POR,AWAY
27,"DEC 11, 2016 - OKC vs. BOS",W,21,7,3,10,30.0,0,3,0.0,1,4,25.0,2,5,7,2,1,0,1,0,2,2016-12-11 00:00:00,BOS,HOME
28,"DEC 05, 2016 - OKC @ ATL",W,5,3,1,1,100.0,0,0,0.0,1,2,50.0,1,0,1,1,1,1,2,2,4,2016-12-05 00:00:00,ATL,AWAY
29,"DEC 04, 2016 - OKC vs. NOP",W,18,4,2,6,33.3,0,1,0.0,0,0,0.0,4,7,11,0,0,0,0,1,-2,2016-12-04 00:00:00,NOP,HOME
30,"NOV 30, 2016 - OKC vs. WAS",W,12,5,2,3,66.7,1,1,100.0,0,0,0.0,0,4,4,1,1,0,2,1,7,2016-11-30 00:00:00,WAS,HOME
31,"NOV 28, 2016 - OKC @ NYK",W,20,6,3,8,37.5,0,3,0.0,0,0,0.0,0,5,5,1,0,0,1,3,4,2016-11-28 00:00:00,NYK,AWAY
32,"NOV 26, 2016 - OKC vs. DET",W,12,6,1,4,25.0,0,1,0.0,4,8,50.0,1,3,4,1,0,0,0,0,-13,2016-11-26 00:00:00,DET,HOME
33,"NOV 25, 2016 - OKC @ DEN",W,18,15,6,8,75.0,3,4,75.0,0,0,0.0,1,3,4,0,1,1,0,2,-7,2016-11-25 00:00:00,DEN,AWAY
34,"NOV 23, 2016 - OKC @ SAC",L,6,3,1,2,50.0,1,1,100.0,0,0,0.0,1,0,1,0,0,0,2,0,-7,2016-11-23 00:00:00,SAC,AWAY
35,"NOV 22, 2016 - OKC @ LAL",L,23,12,5,9,55.6,2,4,50.0,0,0,0.0,0,7,7,1,1,1,0,3,-1,2016-11-22 00:00:00,LAL,AWAY
36,"NOV 20, 2016 - OKC vs. IND",L,26,7,3,5,60.0,1,3,33.3,0,1,0.0,2,5,7,2,0,1,0,1,8,2016-11-20 00:00:00,IND,HOME
37,"NOV 18, 2016 - OKC vs. BKN",W,14,13,6,9,66.7,1,4,25.0,0,0,0.0,0,4,4,1,0,0,0,3,9,2016-11-18 00:00:00,BKN,HOME
38,"NOV 16, 2016 - OKC vs. HOU",W,4,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,1,-4,2016-11-16 00:00:00,HOU,HOME
39,"NOV 14, 2016 - OKC @ DET",L,16,3,1,6,16.7,1,2,50.0,0,0,0.0,0,5,5,1,0,0,1,2,-15,2016-11-14 00:00:00,DET,AWAY
40,"NOV 13, 2016 - OKC vs. ORL",L,15,9,3,4,75.0,3,3,100.0,0,0,0.0,0,1,1,0,0,0,1,2,-11,2016-11-13 00:00:00,ORL,HOME
