DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.4,11.6,46.4,100%,45.6,0.8
3 Pointers,2.1,5.3,40.1,45.6%,35.8,4.4
2 Pointers,3.3,6.3,51.7,54.4%,50.7,1.0
Less Than 6 Ft,1.7,2.8,59.3,24.6%,61.8,-2.5
Less Than 10 Ft,2.2,3.8,58.2,33.2%,57.0,1.2
Greater Than 15 Ft,2.8,6.9,39.5,60.0%,37.1,2.4
