DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,6.9,45.0,100%,45.2,-0.2
3 Pointers,0.6,2.0,29.9,28.5%,36.2,-6.3
2 Pointers,2.5,5.0,51.0,71.5%,50.0,1.1
Less Than 6 Ft,1.5,2.8,54.1,39.7%,60.4,-6.4
Less Than 10 Ft,1.9,3.5,53.4,51.2%,55.5,-2.1
Greater Than 15 Ft,1.1,3.0,35.9,42.6%,37.3,-1.4
