BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,51,27.5,11.8,5.1,9.8,51.9,0.0,0.2,18.2,1.6,2.3,70.4,2.2,4.8,7.0,1.1,1.4,0.5,1.0,2.3,11,0,-0.3
Home,24,27.3,11.6,5.2,9.9,52.1,0.0,0.1,0.0,1.3,2.0,64.6,2.0,4.9,6.9,1.2,1.2,0.6,1.0,2.4,6,0,1.2
Road,27,27.8,11.9,5.0,9.7,51.7,0.1,0.3,25.0,1.9,2.5,74.6,2.4,4.7,7.1,1.1,1.6,0.5,0.9,2.2,5,0,-1.6
Wins,25,27.4,12.4,5.5,9.7,56.4,0.0,0.2,16.7,1.4,2.0,68.6,1.6,5.6,7.1,1.0,1.6,0.5,0.9,2.2,6,0,7.6
Losses,26,27.7,11.2,4.7,9.8,47.7,0.0,0.2,20.0,1.8,2.5,71.9,2.9,4.1,7.0,1.3,1.2,0.5,1.1,2.4,5,0,-7.8
October,3,25.8,14.7,7.0,11.0,63.6,0.0,0.0,0.0,0.7,0.7,100,1.3,8.3,9.7,0.7,1.3,0.7,0.3,2.0,2,0,15.7
November,14,29.0,11.1,4.8,9.5,50.4,0.0,0.0,0.0,1.6,2.5,62.9,2.9,4.9,7.8,1.7,1.9,0.6,1.4,2.4,4,0,3.1
December,17,27.2,12.3,5.4,10.4,52.0,0.0,0.1,0.0,1.5,1.9,78.1,1.8,3.8,5.6,1.0,1.1,0.5,0.8,2.3,3,0,-4.8
January,13,26.8,10.5,4.2,8.9,47.4,0.1,0.5,14.3,1.9,2.8,69.4,2.5,5.1,7.6,0.8,1.4,0.5,1.0,2.1,2,0,-3.5
February,4,27.2,14.0,6.0,10.0,60.0,0.3,0.8,33.3,1.8,2.5,70.0,1.5,5.3,6.8,1.0,1.3,0.5,0.8,2.5,0,0,6.0
Pre All-Star,51,27.5,11.8,5.1,9.8,51.9,0.0,0.2,18.2,1.6,2.3,70.4,2.2,4.8,7.0,1.1,1.4,0.5,1.0,2.3,11,0,-0.3
Starters,51,27.5,11.8,5.1,9.8,51.9,0.0,0.2,18.2,1.6,2.3,70.4,2.2,4.8,7.0,1.1,1.4,0.5,1.0,2.3,11,0,-0.3
0 Days Rest,12,27.0,10.3,4.4,10.3,43.1,0.1,0.3,25.0,1.4,2.1,68.0,2.3,4.3,6.5,0.8,1.6,0.6,0.9,2.2,2,0,-5.2
1 Days Rest,28,28.8,12.7,5.6,10.2,54.5,0.0,0.1,0.0,1.6,2.2,72.1,2.6,4.9,7.5,1.4,1.4,0.6,1.0,2.1,6,0,-0.3
2 Days Rest,7,25.1,11.1,4.6,8.3,55.2,0.0,0.3,0.0,2.0,2.9,70.0,1.3,4.6,5.9,0.7,1.4,0.3,1.0,2.9,1,0,4.4
4 Days Rest,3,23.5,8.3,3.3,6.3,52.6,0.3,0.7,50.0,1.3,2.3,57.1,1.3,5.7,7.0,1.3,1.0,0.7,1.0,2.7,1,0,4.7
6+ Days Rest,1,27.7,18.0,8.0,13.0,61.5,0.0,0.0,0.0,2.0,2.0,100,2.0,8.0,10.0,1.0,2.0,0.0,0.0,2.0,1,0,11.0
