DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.8,4.0,45.0,100%,46.1,-1.1
3 Pointers,0.6,1.6,37.5,40.0%,34.8,2.7
2 Pointers,1.2,2.4,50.0,60.0%,52.0,-2.0
Less Than 6 Ft,0.6,1.4,42.9,35.0%,61.1,-18.2
Less Than 10 Ft,0.8,1.8,44.4,45.0%,56.8,-12.4
Greater Than 15 Ft,1.0,2.2,45.5,55.0%,39.2,6.3
