BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,22,6.8,3.9,1.5,3.0,47.8,0.0,0.0,0.0,1.0,1.2,77.8,1.3,1.9,3.2,0.2,0.3,0.1,0.4,0.5,2,0,0.0
Home,11,6.6,3.6,1.4,2.8,48.4,0.0,0.0,0.0,0.9,1.4,66.7,1.5,2.1,3.5,0.2,0.5,0.0,0.5,0.3,1,0,0.6
Road,11,7.0,4.1,1.5,3.3,47.2,0.0,0.0,0.0,1.0,1.1,91.7,1.2,1.7,2.9,0.2,0.1,0.2,0.3,0.7,1,0,-0.6
Wins,12,5.3,2.8,1.0,2.0,50.0,0.0,0.0,0.0,0.8,1.1,76.9,1.2,1.8,2.9,0.1,0.4,0.0,0.3,0.4,1,0,1.0
Losses,10,8.6,5.1,2.0,4.3,46.5,0.0,0.0,0.0,1.1,1.4,78.6,1.5,2.1,3.6,0.3,0.1,0.2,0.5,0.6,1,0,-1.2
October,2,3.8,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0,0,-1.5
November,6,5.8,2.5,0.8,3.3,25.0,0.0,0.0,0.0,0.8,0.8,100,0.8,1.5,2.3,0.0,0.2,0.0,0.5,0.7,0,0,1.5
December,5,4.7,2.8,1.2,2.2,54.5,0.0,0.0,0.0,0.4,1.2,33.3,0.4,1.0,1.4,0.2,0.0,0.2,0.4,0.4,0,0,1.0
January,8,10.0,6.3,2.3,3.9,58.1,0.0,0.0,0.0,1.8,2.0,87.5,2.4,3.3,5.6,0.3,0.5,0.0,0.4,0.4,2,0,-1.0
February,1,4.0,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,-3.0
Pre All-Star,22,6.8,3.9,1.5,3.0,47.8,0.0,0.0,0.0,1.0,1.2,77.8,1.3,1.9,3.2,0.2,0.3,0.1,0.4,0.5,2,0,0.0
Bench,22,6.8,3.9,1.5,3.0,47.8,0.0,0.0,0.0,1.0,1.2,77.8,1.3,1.9,3.2,0.2,0.3,0.1,0.4,0.5,2,0,0.0
0 Days Rest,1,14.5,6.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,-19.0
1 Days Rest,6,11.0,8.5,2.7,5.0,53.3,0.0,0.0,0.0,3.2,3.5,90.5,3.0,3.3,6.3,0.3,0.5,0.2,0.5,0.3,2,0,2.7
2 Days Rest,3,2.9,1.7,0.7,0.7,100,0.0,0.0,0.0,0.3,0.7,50.0,0.3,0.7,1.0,0.0,0.3,0.0,0.0,0.3,0,0,2.3
3 Days Rest,1,6.2,2.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,1.0,0,0,2.0
4 Days Rest,2,2.9,1.0,0.5,2.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.5,0,0,0.0
5 Days Rest,2,6.1,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,0.0,0.0,0.0,1.0,0.0,0,0,-2.5
6+ Days Rest,7,5.2,2.1,1.0,2.1,46.7,0.0,0.0,0.0,0.1,0.6,25.0,0.6,1.3,1.9,0.3,0.1,0.1,0.3,0.7,0,0,-0.1
