DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.0,4.0,25.0,100%,49.1,-24.1
3 Pointers,-,-,-,-%,-,-
2 Pointers,1.0,4.0,25.0,100%,52.3,-27.3
Less Than 6 Ft,1.0,2.0,50.0,50.0%,62.5,-12.5
Less Than 10 Ft,1.0,3.0,33.3,75.0%,55.8,-22.4
Greater Than 15 Ft,0.0,1.0,0.0,25.0%,37.2,-37.2
