DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.8,3.0,58.3,100%,45.9,12.4
3 Pointers,0.8,1.0,75.0,33.3%,29.0,46.0
2 Pointers,1.0,2.0,50.0,66.7%,53.1,-3.1
Less Than 6 Ft,0.8,1.3,60.0,41.7%,53.5,6.5
Less Than 10 Ft,0.8,1.3,60.0,41.7%,60.0,0.0
Greater Than 15 Ft,0.8,1.5,50.0,50.0%,33.0,17.0
