BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,39,26.8,10.8,4.2,7.2,58.7,0.0,0.0,0.0,2.4,3.4,69.2,2.3,4.2,6.5,1.4,1.3,0.8,1.1,3.2,3,0,4.5
Home,21,27.3,10.4,4.0,6.7,58.9,0.0,0.0,0.0,2.5,3.9,65.4,2.0,4.2,6.3,1.3,1.0,0.7,1.1,3.0,1,0,5.8
Road,18,26.2,11.3,4.6,7.8,58.6,0.0,0.0,0.0,2.2,2.9,75.0,2.6,4.1,6.7,1.6,1.6,0.8,0.9,3.4,2,0,3.0
Wins,22,26.4,11.3,4.3,7.1,60.3,0.0,0.0,0.0,2.7,4.0,69.0,2.0,4.0,5.9,1.5,1.0,0.6,0.9,2.9,2,0,10.0
Losses,17,27.2,10.2,4.2,7.4,56.8,0.0,0.0,0.0,1.9,2.7,69.6,2.8,4.5,7.2,1.4,1.6,0.9,1.3,3.5,1,0,-2.6
October,3,19.5,10.7,3.7,6.0,61.1,0.0,0.0,0.0,3.3,5.0,66.7,1.3,3.7,5.0,1.0,1.0,0.7,1.7,3.3,0,0,-3.7
November,12,24.8,11.2,4.3,7.1,60.0,0.0,0.0,0.0,2.7,4.4,60.4,1.9,4.1,6.0,1.3,0.8,0.5,0.8,3.3,1,0,8.6
December,16,28.3,10.4,4.3,7.3,59.0,0.0,0.0,0.0,1.8,2.6,70.7,2.4,4.1,6.5,1.6,1.4,0.8,1.1,3.1,1,0,4.4
January,7,30.5,11.4,4.3,7.6,56.6,0.0,0.0,0.0,2.9,3.3,87.0,3.3,5.0,8.3,1.4,1.7,1.0,1.1,3.1,1,0,2.1
February,1,21.5,9.0,4.0,8.0,50.0,0.0,0.0,0.0,1.0,1.0,100,2.0,2.0,4.0,1.0,3.0,2.0,0.0,3.0,0,0,-2.0
Pre All-Star,39,26.8,10.8,4.2,7.2,58.7,0.0,0.0,0.0,2.4,3.4,69.2,2.3,4.2,6.5,1.4,1.3,0.8,1.1,3.2,3,0,4.5
Starters,37,27.2,10.7,4.2,7.2,58.4,0.0,0.0,0.0,2.3,3.4,68.5,2.4,4.3,6.7,1.5,1.3,0.8,1.0,3.2,3,0,4.7
Bench,2,18.7,12.5,4.5,7.0,64.3,0.0,0.0,0.0,3.5,4.5,77.8,1.5,1.5,3.0,1.0,1.0,1.0,1.5,3.5,0,0,1.0
0 Days Rest,7,28.2,11.4,4.4,7.1,62.0,0.0,0.0,0.0,2.6,4.3,60.0,2.1,7.1,9.3,1.6,1.7,0.9,1.0,3.6,2,0,2.4
1 Days Rest,20,26.1,8.9,3.5,6.5,53.5,0.0,0.0,0.0,2.0,2.7,72.2,2.2,3.7,5.9,1.4,1.0,0.6,1.1,3.0,0,0,5.5
2 Days Rest,6,28.4,14.7,5.8,8.7,67.3,0.0,0.0,0.0,3.0,4.0,75.0,2.8,3.3,6.2,1.8,1.2,1.0,1.0,2.8,0,0,5.7
3 Days Rest,1,26.4,13.0,5.0,7.0,71.4,0.0,0.0,0.0,3.0,6.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0,0,26.0
5 Days Rest,1,35.9,16.0,6.0,14.0,42.9,0.0,0.0,0.0,4.0,4.0,100,6.0,4.0,10.0,1.0,3.0,3.0,1.0,5.0,1,0,-7.0
6+ Days Rest,4,23.0,12.0,4.8,7.3,65.5,0.0,0.0,0.0,2.5,3.8,66.7,2.0,3.5,5.5,1.3,1.8,0.8,1.0,3.3,0,0,-1.3
