DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.7,9.1,51.0,100%,46.5,4.5
3 Pointers,1.0,2.4,40.9,26.2%,35.6,5.3
2 Pointers,3.7,6.7,54.5,73.8%,50.7,3.8
Less Than 6 Ft,1.9,3.1,62.7,33.8%,61.1,1.6
Less Than 10 Ft,2.6,4.3,60.2,46.7%,56.5,3.7
Greater Than 15 Ft,1.8,4.1,43.9,44.5%,37.5,6.4
