DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.3,5.6,41.8,100%,42.3,-0.5
3 Pointers,0.8,1.9,39.1,34.3%,34.7,4.4
2 Pointers,1.6,3.7,43.2,65.7%,47.0,-3.8
Less Than 6 Ft,0.9,1.4,64.7,25.4%,59.3,5.4
Less Than 10 Ft,1.0,1.8,54.5,32.8%,53.3,1.3
Greater Than 15 Ft,1.1,3.3,32.5,59.7%,35.1,-2.6
