DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.8,44.4,100%,45.1,-0.6
3 Pointers,1.3,3.4,36.9,43.6%,36.1,0.8
2 Pointers,2.2,4.4,50.2,56.4%,49.8,0.4
Less Than 6 Ft,1.4,2.0,69.1,26.1%,61.1,8.0
Less Than 10 Ft,1.7,2.6,65.0,33.3%,56.1,8.9
Greater Than 15 Ft,1.7,4.8,35.6,60.8%,37.2,-1.6
