DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,11.4,42.4,100%,45.5,-3.0
3 Pointers,1.6,3.9,40.2,34.4%,35.2,5.0
2 Pointers,3.3,7.5,43.6,65.6%,50.4,-6.8
Less Than 6 Ft,1.6,3.2,51.7,27.9%,61.0,-9.3
Less Than 10 Ft,2.4,4.7,50.2,41.3%,55.9,-5.6
Greater Than 15 Ft,2.1,5.8,35.3,51.4%,36.9,-1.6
