DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.3,4.0,33.3,100%,41.8,-8.4
3 Pointers,0.5,1.5,33.3,37.5%,34.5,-1.2
2 Pointers,0.8,2.5,33.3,62.5%,46.7,-13.3
Less Than 6 Ft,0.5,0.7,75.0,16.7%,65.3,9.7
Less Than 10 Ft,0.5,0.8,60.0,20.8%,55.9,4.1
Greater Than 15 Ft,0.7,2.2,30.8,54.2%,35.3,-4.5
