DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.3,10.2,42.1,100%,44.6,-2.5
3 Pointers,1.3,3.9,33.5,38.4%,36.0,-2.4
2 Pointers,3.0,6.3,47.5,61.6%,49.0,-1.5
Less Than 6 Ft,1.4,2.1,66.0,20.5%,62.1,3.9
Less Than 10 Ft,1.9,3.4,55.3,33.2%,55.1,0.2
Greater Than 15 Ft,2.1,5.8,36.4,57.0%,37.4,-1.0
