,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 08, 2017 - BOS @ SAC",L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2017-02-08 00:00:00,SAC,AWAY
1,"JAN 27, 2017 - BOS vs. ORL",W,6,4,2,3,66.7,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,-6,2017-01-27 00:00:00,ORL,HOME
2,"JAN 24, 2017 - BOS @ WAS",L,6,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,0,1,2017-01-24 00:00:00,WAS,AWAY
3,"JAN 21, 2017 - BOS vs. POR",L,13,2,1,3,33.3,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,1,-4,2017-01-21 00:00:00,POR,HOME
4,"JAN 18, 2017 - BOS vs. NYK",L,6,2,0,1,0.0,0,0,0.0,2,2,100.0,0,0,0,0,1,2,0,0,-1,2017-01-18 00:00:00,NYK,HOME
5,"JAN 11, 2017 - BOS vs. WAS",W,14,4,1,1,100.0,0,0,0.0,2,3,66.7,1,1,2,1,0,1,2,0,-6,2017-01-11 00:00:00,WAS,HOME
6,"DEC 07, 2016 - BOS @ ORL",W,2,4,2,3,66.7,0,0,0.0,0,0,0.0,3,0,3,0,0,0,0,0,2,2016-12-07 00:00:00,ORL,AWAY
7,"NOV 18, 2016 - BOS vs. GSW",L,3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-11,2016-11-18 00:00:00,GSW,HOME
8,"NOV 14, 2016 - BOS @ NOP",L,9,1,0,2,0.0,0,0,0.0,1,2,50.0,1,3,4,1,1,0,2,2,-5,2016-11-14 00:00:00,NOP,AWAY
9,"NOV 11, 2016 - BOS vs. NYK",W,3,2,1,2,50.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,0,1,2016-11-11 00:00:00,NYK,HOME
10,"NOV 09, 2016 - BOS @ WAS",L,8,2,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,-9,2016-11-09 00:00:00,WAS,AWAY
11,"NOV 06, 2016 - BOS vs. DEN",L,19,8,4,4,100.0,0,0,0.0,0,1,0.0,0,2,2,1,0,0,1,2,3,2016-11-06 00:00:00,DEN,HOME
12,"NOV 03, 2016 - BOS @ CLE",L,10,2,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,4,-8,2016-11-03 00:00:00,CLE,AWAY
13,"NOV 02, 2016 - BOS vs. CHI",W,6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,-2,2016-11-02 00:00:00,CHI,HOME
14,"OCT 29, 2016 - BOS @ CHA",W,8,3,1,3,33.3,0,0,0.0,1,2,50.0,1,1,2,1,0,0,0,0,-5,2016-10-29 00:00:00,CHA,AWAY
