DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,10.0,47.4,100%,47.3,0.1
3 Pointers,0.8,2.2,36.4,21.9%,35.5,0.9
2 Pointers,4.0,7.8,50.5,78.1%,51.3,-0.8
Less Than 6 Ft,2.2,4.0,56.6,39.4%,61.4,-4.8
Less Than 10 Ft,2.9,5.2,55.7,52.2%,56.3,-0.5
Greater Than 15 Ft,1.6,4.0,40.4,39.4%,37.0,3.4
