DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.0,4.0,25.0,100%,38.2,-13.2
3 Pointers,0.0,1.0,0.0,25.0%,28.3,-28.3
2 Pointers,1.0,3.0,33.3,75.0%,47.1,-13.8
Less Than 6 Ft,1.0,1.0,100,25.0%,63.6,36.4
Less Than 10 Ft,1.0,2.0,50.0,50.0%,55.7,-5.7
Greater Than 15 Ft,0.0,2.0,0.0,50.0%,32.9,-32.9
