,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - MEM vs. GSW",L,33,20,6,16,37.5,4,6,66.7,4,4,100.0,2,3,5,9,3,0,2,0,-15,2017-02-10 00:00:00,GSW,HOME
1,"FEB 08, 2017 - MEM vs. PHX",W,31,23,7,10,70.0,4,5,80.0,5,5,100.0,0,0,0,5,2,0,4,3,8,2017-02-08 00:00:00,PHX,HOME
2,"FEB 06, 2017 - MEM vs. SAS",W,35,12,3,10,30.0,1,2,50.0,5,5,100.0,0,2,2,9,2,1,2,0,23,2017-02-06 00:00:00,SAS,HOME
3,"FEB 04, 2017 - MEM @ MIN",W,36,20,5,16,31.3,0,5,0.0,10,12,83.3,0,3,3,8,0,0,3,2,16,2017-02-04 00:00:00,MIN,AWAY
4,"FEB 03, 2017 - MEM @ OKC",L,34,18,7,16,43.8,1,5,20.0,3,5,60.0,0,1,1,2,3,0,2,0,-13,2017-02-03 00:00:00,OKC,AWAY
5,"FEB 01, 2017 - MEM @ DEN",W,27,18,7,14,50.0,2,7,28.6,2,2,100.0,1,3,4,5,1,0,1,1,5,2017-02-01 00:00:00,DEN,AWAY
6,"JAN 30, 2017 - MEM @ PHX",W,33,38,12,18,66.7,7,10,70.0,7,8,87.5,0,6,6,9,2,0,2,2,29,2017-01-30 00:00:00,PHX,AWAY
7,"JAN 28, 2017 - MEM @ UTA",W,28,23,9,14,64.3,3,7,42.9,2,2,100.0,0,3,3,3,2,0,0,2,10,2017-01-28 00:00:00,UTA,AWAY
8,"JAN 27, 2017 - MEM @ POR",L,36,17,5,16,31.3,3,8,37.5,4,5,80.0,1,2,3,10,1,0,4,0,12,2017-01-27 00:00:00,POR,AWAY
9,"JAN 25, 2017 - MEM vs. TOR",W,36,11,4,16,25.0,1,4,25.0,2,2,100.0,1,2,3,5,1,0,1,1,4,2017-01-25 00:00:00,TOR,HOME
10,"JAN 21, 2017 - MEM vs. HOU",L,35,15,6,17,35.3,3,8,37.5,0,0,0.0,1,3,4,6,0,0,1,1,-11,2017-01-21 00:00:00,HOU,HOME
11,"JAN 20, 2017 - MEM vs. SAC",W,34,16,6,13,46.2,2,5,40.0,2,2,100.0,1,7,8,8,2,0,3,2,15,2017-01-20 00:00:00,SAC,HOME
12,"JAN 18, 2017 - MEM @ WAS",L,31,20,5,13,38.5,2,5,40.0,8,9,88.9,1,2,3,6,0,0,5,2,6,2017-01-18 00:00:00,WAS,AWAY
13,"JAN 15, 2017 - MEM vs. CHI",L,37,28,9,17,52.9,3,9,33.3,7,7,100.0,0,5,5,8,2,0,2,3,3,2017-01-15 00:00:00,CHI,HOME
14,"JAN 13, 2017 - MEM @ HOU",W,39,17,7,14,50.0,2,6,33.3,1,1,100.0,0,6,6,9,2,1,5,2,10,2017-01-13 00:00:00,HOU,AWAY
15,"JAN 11, 2017 - MEM @ OKC",L,36,22,8,20,40.0,3,7,42.9,3,5,60.0,2,2,4,6,3,0,2,2,-7,2017-01-11 00:00:00,OKC,AWAY
16,"JAN 08, 2017 - MEM vs. UTA",W,35,19,8,18,44.4,1,4,25.0,2,3,66.7,0,2,2,9,1,0,2,5,9,2017-01-08 00:00:00,UTA,HOME
17,"JAN 06, 2017 - MEM @ GSW",W,41,27,10,19,52.6,3,9,33.3,4,5,80.0,0,4,4,12,1,0,2,1,8,2017-01-06 00:00:00,GSW,AWAY
18,"JAN 04, 2017 - MEM @ LAC",L,36,17,5,16,31.3,1,5,20.0,6,7,85.7,3,4,7,12,0,0,3,5,-8,2017-01-04 00:00:00,LAC,AWAY
19,"JAN 03, 2017 - MEM @ LAL",L,32,21,7,16,43.8,3,7,42.9,4,4,100.0,0,1,1,4,0,0,2,1,-11,2017-01-03 00:00:00,LAL,AWAY
20,"DEC 31, 2016 - MEM @ SAC",W,29,22,8,11,72.7,3,4,75.0,3,5,60.0,3,5,8,3,0,1,2,0,-5,2016-12-31 00:00:00,SAC,AWAY
21,"DEC 26, 2016 - MEM @ ORL",L,27,17,6,8,75.0,0,1,0.0,5,5,100.0,0,2,2,4,0,0,3,1,-20,2016-12-26 00:00:00,ORL,AWAY
22,"DEC 23, 2016 - MEM vs. HOU",W,29,24,9,17,52.9,3,6,50.0,3,4,75.0,0,3,3,5,1,0,0,1,-6,2016-12-23 00:00:00,HOU,HOME
23,"DEC 21, 2016 - MEM @ DET",W,24,9,3,10,30.0,3,7,42.9,0,0,0.0,0,5,5,4,2,0,1,4,1,2016-12-21 00:00:00,DET,AWAY
24,"DEC 20, 2016 - MEM vs. BOS",L,36,19,6,16,37.5,3,8,37.5,4,6,66.7,1,4,5,8,2,0,4,3,5,2016-12-20 00:00:00,BOS,HOME
25,"DEC 18, 2016 - MEM vs. UTA",L,29,14,3,16,18.8,1,9,11.1,7,9,77.8,0,0,0,4,1,0,0,1,-24,2016-12-18 00:00:00,UTA,HOME
26,"DEC 16, 2016 - MEM vs. SAC",L,29,8,2,7,28.6,0,3,0.0,4,5,80.0,0,3,3,6,2,1,3,1,-1,2016-12-16 00:00:00,SAC,HOME
27,"NOV 28, 2016 - MEM vs. CHA",L,20,14,6,11,54.5,2,6,33.3,0,0,0.0,0,1,1,5,2,0,0,2,-8,2016-11-28 00:00:00,CHA,HOME
28,"NOV 26, 2016 - MEM @ MIA",W,34,21,6,13,46.2,2,4,50.0,7,7,100.0,0,3,3,7,0,0,1,0,2,2016-11-26 00:00:00,MIA,AWAY
29,"NOV 25, 2016 - MEM vs. MIA",L,23,16,5,15,33.3,1,4,25.0,5,5,100.0,2,2,4,3,1,1,3,1,3,2016-11-25 00:00:00,MIA,HOME
30,"NOV 23, 2016 - MEM @ PHI",W,45,25,7,20,35.0,3,7,42.9,8,10,80.0,0,9,9,9,2,0,4,2,11,2016-11-23 00:00:00,PHI,AWAY
31,"NOV 21, 2016 - MEM @ CHA",W,37,31,11,21,52.4,5,8,62.5,4,4,100.0,0,4,4,2,3,0,1,3,20,2016-11-21 00:00:00,CHA,AWAY
32,"NOV 19, 2016 - MEM vs. MIN",W,34,13,3,9,33.3,1,3,33.3,6,6,100.0,2,2,4,3,1,2,1,1,16,2016-11-19 00:00:00,MIN,HOME
33,"NOV 18, 2016 - MEM @ DAL",W,29,8,2,7,28.6,1,3,33.3,3,3,100.0,0,4,4,3,1,2,2,2,9,2016-11-18 00:00:00,DAL,AWAY
34,"NOV 16, 2016 - MEM @ LAC",W,38,30,9,12,75.0,7,9,77.8,5,6,83.3,0,5,5,8,3,0,4,2,7,2016-11-16 00:00:00,LAC,AWAY
35,"NOV 14, 2016 - MEM @ UTA",W,31,18,7,14,50.0,2,5,40.0,2,2,100.0,0,3,3,7,1,0,0,0,4,2016-11-14 00:00:00,UTA,AWAY
36,"NOV 12, 2016 - MEM @ MIL",L,30,15,3,10,30.0,1,6,16.7,8,8,100.0,0,4,4,3,1,0,3,1,4,2016-11-12 00:00:00,MIL,AWAY
37,"NOV 08, 2016 - MEM vs. DEN",W,30,10,4,15,26.7,0,3,0.0,2,4,50.0,0,3,3,7,5,0,3,1,-2,2016-11-08 00:00:00,DEN,HOME
38,"NOV 06, 2016 - MEM vs. POR",L,31,16,5,11,45.5,1,5,20.0,5,5,100.0,0,4,4,7,2,2,2,1,4,2016-11-06 00:00:00,POR,HOME
39,"NOV 04, 2016 - MEM vs. LAC",L,37,30,9,20,45.0,7,11,63.6,5,7,71.4,0,2,2,10,1,2,0,2,4,2016-11-04 00:00:00,LAC,HOME
40,"NOV 02, 2016 - MEM vs. NOP",W,38,20,6,14,42.9,2,5,40.0,6,6,100.0,0,1,1,3,1,0,4,1,10,2016-11-02 00:00:00,NOP,HOME
41,"OCT 30, 2016 - MEM vs. WAS",W,38,24,8,19,42.1,3,5,60.0,5,5,100.0,1,2,3,11,0,0,5,2,10,2016-10-30 00:00:00,WAS,HOME
42,"OCT 29, 2016 - MEM @ NYK",L,24,11,4,9,44.4,0,1,0.0,3,4,75.0,2,3,5,5,0,0,4,2,-18,2016-10-29 00:00:00,NYK,AWAY
43,"OCT 26, 2016 - MEM vs. MIN",W,30,24,8,14,57.1,4,5,80.0,4,5,80.0,0,1,1,4,0,1,2,5,-3,2016-10-26 00:00:00,MIN,HOME
