DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.2,9.8,42.8,100%,44.5,-1.7
3 Pointers,1.3,3.6,36.8,37.0%,36.0,0.7
2 Pointers,2.9,6.2,46.3,63.0%,48.9,-2.6
Less Than 6 Ft,1.1,2.0,52.9,20.4%,62.1,-9.1
Less Than 10 Ft,1.5,3.1,48.4,31.8%,56.3,-7.8
Greater Than 15 Ft,2.2,5.7,38.4,57.8%,37.5,0.9
