,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 11, 2017 - CLE vs. DEN",W,21,7,2,3,66.7,1,2,50.0,2,2,100.0,0,1,1,0,0,0,1,0,-1,2017-02-11 00:00:00,DEN,HOME
1,"FEB 09, 2017 - CLE @ OKC",L,22,12,3,3,100.0,0,0,0.0,6,8,75.0,0,0,0,1,0,0,1,3,2,2017-02-09 00:00:00,OKC,AWAY
2,"FEB 04, 2017 - MIA vs. PHI",W,8,2,1,2,50.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,2,2,-6,2017-02-04 00:00:00,PHI,HOME
3,"JAN 25, 2017 - MIA @ BKN",W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2017-01-25 00:00:00,BKN,AWAY
4,"JAN 13, 2017 - MIA @ MIL",L,7,3,1,1,100.0,1,1,100.0,0,0,0.0,0,2,2,0,0,0,1,2,-3,2017-01-13 00:00:00,MIL,AWAY
5,"JAN 08, 2017 - MIA @ LAC",L,21,2,1,5,20.0,0,1,0.0,0,0,0.0,0,3,3,2,1,0,2,4,-13,2017-01-08 00:00:00,LAC,AWAY
6,"JAN 06, 2017 - MIA @ LAL",L,15,6,1,7,14.3,0,3,0.0,4,6,66.7,1,5,6,2,0,1,0,3,7,2017-01-06 00:00:00,LAL,AWAY
7,"JAN 03, 2017 - MIA @ PHX",L,24,3,0,7,0.0,0,1,0.0,3,4,75.0,2,2,4,1,1,0,0,3,0,2017-01-03 00:00:00,PHX,AWAY
8,"JAN 01, 2017 - MIA vs. DET",L,13,10,4,6,66.7,1,2,50.0,1,2,50.0,0,6,6,2,0,0,0,1,-2,2017-01-01 00:00:00,DET,HOME
9,"DEC 27, 2016 - MIA vs. OKC",L,15,9,4,4,100.0,1,1,100.0,0,0,0.0,0,2,2,0,1,0,1,0,-2,2016-12-27 00:00:00,OKC,HOME
10,"DEC 23, 2016 - MIA @ NOP",L,8,5,2,3,66.7,1,2,50.0,0,0,0.0,0,5,5,1,0,0,1,0,2,2016-12-23 00:00:00,NOP,AWAY
11,"DEC 16, 2016 - MIA vs. LAC",L,2,3,1,2,50.0,0,0,0.0,1,1,100.0,1,0,1,0,0,0,0,1,-1,2016-12-16 00:00:00,LAC,HOME
12,"DEC 10, 2016 - MIA @ CHI",L,25,10,3,9,33.3,0,1,0.0,4,6,66.7,3,5,8,1,0,0,1,0,1,2016-12-10 00:00:00,CHI,AWAY
13,"DEC 09, 2016 - MIA @ CLE",L,31,17,6,11,54.5,0,2,0.0,5,7,71.4,1,1,2,1,2,0,0,2,-18,2016-12-09 00:00:00,CLE,AWAY
14,"DEC 07, 2016 - MIA @ ATL",L,20,3,1,5,20.0,0,3,0.0,1,2,50.0,0,5,5,0,0,2,3,2,14,2016-12-07 00:00:00,ATL,AWAY
15,"DEC 06, 2016 - MIA vs. NYK",L,15,5,1,5,20.0,0,2,0.0,3,4,75.0,0,3,3,0,1,0,1,4,2,2016-12-06 00:00:00,NYK,HOME
16,"NOV 28, 2016 - MIA vs. BOS",L,21,9,3,9,33.3,0,3,0.0,3,6,50.0,0,4,4,0,0,0,0,1,-9,2016-11-28 00:00:00,BOS,HOME
17,"NOV 26, 2016 - MIA vs. MEM",L,16,13,5,9,55.6,1,5,20.0,2,2,100.0,1,1,2,0,0,1,0,1,0,2016-11-26 00:00:00,MEM,HOME
18,"NOV 25, 2016 - MIA @ MEM",W,14,0,0,5,0.0,0,2,0.0,0,0,0.0,0,2,2,1,1,0,0,0,12,2016-11-25 00:00:00,MEM,AWAY
19,"NOV 23, 2016 - MIA @ DET",L,12,5,2,5,40.0,0,2,0.0,1,2,50.0,1,1,2,0,0,0,0,1,-12,2016-11-23 00:00:00,DET,AWAY
20,"NOV 21, 2016 - MIA @ PHI",L,19,7,2,6,33.3,1,2,50.0,2,4,50.0,1,0,1,0,0,0,0,0,3,2016-11-21 00:00:00,PHI,AWAY
21,"NOV 19, 2016 - MIA @ WAS",W,17,12,5,9,55.6,2,4,50.0,0,0,0.0,2,3,5,0,0,0,1,1,11,2016-11-19 00:00:00,WAS,AWAY
22,"NOV 17, 2016 - MIA vs. MIL",W,15,2,1,5,20.0,0,1,0.0,0,0,0.0,2,0,2,1,0,0,0,1,-3,2016-11-17 00:00:00,MIL,HOME
23,"NOV 15, 2016 - MIA vs. ATL",L,18,6,3,8,37.5,0,2,0.0,0,0,0.0,0,1,1,1,1,0,0,3,-15,2016-11-15 00:00:00,ATL,HOME
24,"NOV 14, 2016 - MIA @ SAS",L,16,5,2,6,33.3,0,2,0.0,1,2,50.0,0,1,1,0,1,0,1,1,-3,2016-11-14 00:00:00,SAS,AWAY
25,"NOV 12, 2016 - MIA vs. UTA",L,20,11,5,8,62.5,1,2,50.0,0,2,0.0,1,3,4,1,0,1,0,0,-4,2016-11-12 00:00:00,UTA,HOME
26,"NOV 07, 2016 - MIA @ OKC",L,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,4,2016-11-07 00:00:00,OKC,AWAY
