DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.9,4.0,48.5,100%,43.1,5.5
3 Pointers,0.6,1.5,38.5,38.2%,36.3,2.2
2 Pointers,1.4,2.5,54.8,61.8%,48.5,6.3
Less Than 6 Ft,0.8,1.1,68.4,27.9%,58.9,9.5
Less Than 10 Ft,0.9,1.4,62.5,35.3%,52.9,9.6
Greater Than 15 Ft,0.8,2.2,36.8,55.9%,37.1,-0.2
