,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
22,"DEC 26, 2016 - WAS vs. MIL",W,240,107,40,79,50.6,12,29,41.4,15,20,75.0,7,33,40,29,7,6,16,16,2016-12-26 00:00:00,MIL,HOME
23,"DEC 23, 2016 - WAS @ MIL",L,240,96,37,79,46.8,7,24,29.2,15,18,83.3,5,25,30,24,2,2,14,21,2016-12-23 00:00:00,MIL,AWAY
24,"DEC 21, 2016 - WAS @ CHI",W,240,107,43,82,52.4,3,18,16.7,18,25,72.0,6,38,44,23,7,3,10,20,2016-12-21 00:00:00,CHI,AWAY
25,"DEC 19, 2016 - WAS @ IND",L,240,105,38,88,43.2,8,33,24.2,21,26,80.8,14,35,49,19,5,6,15,22,2016-12-19 00:00:00,IND,AWAY
26,"DEC 18, 2016 - WAS vs. LAC",W,240,117,43,81,53.1,10,19,52.6,21,30,70.0,9,24,33,24,10,4,15,24,2016-12-18 00:00:00,LAC,HOME
27,"DEC 16, 2016 - WAS vs. DET",W,240,122,44,77,57.1,12,25,48.0,22,27,81.5,3,33,36,30,6,1,5,23,2016-12-16 00:00:00,DET,HOME
28,"DEC 14, 2016 - WAS vs. CHA",W,240,109,45,87,51.7,5,18,27.8,14,17,82.4,12,29,41,27,15,3,14,18,2016-12-14 00:00:00,CHA,HOME
29,"DEC 12, 2016 - WAS @ MIA",L,240,101,39,84,46.4,5,23,21.7,18,22,81.8,10,27,37,17,8,1,14,22,2016-12-12 00:00:00,MIA,AWAY
30,"DEC 10, 2016 - WAS vs. MIL",W,240,110,40,88,45.5,8,21,38.1,22,28,78.6,12,28,40,29,10,4,9,17,2016-12-10 00:00:00,MIL,HOME
31,"DEC 08, 2016 - WAS vs. DEN",W,240,92,35,78,44.9,6,19,31.6,16,17,94.1,8,27,35,21,11,3,18,20,2016-12-08 00:00:00,DEN,HOME
32,"DEC 06, 2016 - WAS vs. ORL",L,240,116,44,93,47.3,11,23,47.8,17,24,70.8,10,32,42,20,5,2,10,25,2016-12-06 00:00:00,ORL,HOME
33,"DEC 05, 2016 - WAS @ BKN",W,240,118,45,92,48.9,14,34,41.2,14,18,77.8,8,27,35,26,17,5,10,22,2016-12-05 00:00:00,BKN,AWAY
34,"DEC 02, 2016 - WAS @ SAS",L,240,105,41,81,50.6,7,11,63.6,16,18,88.9,9,34,43,25,13,3,18,26,2016-12-02 00:00:00,SAS,AWAY
35,"NOV 30, 2016 - WAS @ OKC",L,265,115,44,98,44.9,10,28,35.7,17,26,65.4,11,37,48,25,8,3,11,25,2016-11-30 00:00:00,OKC,AWAY
36,"NOV 28, 2016 - WAS vs. SAC",W,265,101,35,85,41.2,10,25,40.0,21,26,80.8,11,38,49,22,11,7,23,23,2016-11-28 00:00:00,SAC,HOME
37,"NOV 26, 2016 - WAS vs. SAS",L,240,100,42,88,47.7,6,22,27.3,10,14,71.4,12,28,40,21,11,1,12,26,2016-11-26 00:00:00,SAS,HOME
38,"NOV 25, 2016 - WAS @ ORL",W,240,94,40,88,45.5,6,29,20.7,8,10,80.0,7,30,37,26,10,4,11,17,2016-11-25 00:00:00,ORL,AWAY
39,"NOV 21, 2016 - WAS vs. PHX",W,240,106,37,91,40.7,10,28,35.7,22,34,64.7,14,31,45,25,8,4,11,19,2016-11-21 00:00:00,PHX,HOME
40,"NOV 19, 2016 - WAS vs. MIA",L,240,111,42,88,47.7,11,27,40.7,16,22,72.7,12,26,38,22,9,5,10,22,2016-11-19 00:00:00,MIA,HOME
41,"NOV 17, 2016 - WAS vs. NYK",W,240,119,44,81,54.3,15,25,60.0,16,18,88.9,7,30,37,26,7,2,15,21,2016-11-17 00:00:00,NYK,HOME
42,"NOV 16, 2016 - WAS @ PHI",L,240,102,38,91,41.8,8,23,34.8,18,25,72.0,11,29,40,18,8,1,11,26,2016-11-16 00:00:00,PHI,AWAY
43,"NOV 12, 2016 - WAS @ CHI",L,240,95,38,91,41.8,4,13,30.8,15,18,83.3,13,36,49,19,3,7,12,22,2016-11-12 00:00:00,CHI,AWAY
44,"NOV 11, 2016 - WAS vs. CLE",L,240,94,38,87,43.7,3,15,20.0,15,19,78.9,10,36,46,16,7,5,15,21,2016-11-11 00:00:00,CLE,HOME
45,"NOV 09, 2016 - WAS vs. BOS",W,240,118,46,92,50.0,10,21,47.6,16,20,80.0,19,35,54,29,10,7,11,26,2016-11-09 00:00:00,BOS,HOME
46,"NOV 07, 2016 - WAS vs. HOU",L,240,106,39,94,41.5,10,27,37.0,18,20,90.0,16,29,45,20,12,5,13,16,2016-11-07 00:00:00,HOU,HOME
47,"NOV 05, 2016 - WAS @ ORL",L,240,86,34,86,39.5,6,17,35.3,12,17,70.6,14,35,49,11,4,5,10,23,2016-11-05 00:00:00,ORL,AWAY
48,"NOV 04, 2016 - WAS vs. ATL",W,240,95,31,80,38.8,5,20,25.0,28,35,80.0,11,35,46,13,7,3,19,23,2016-11-04 00:00:00,ATL,HOME
49,"NOV 02, 2016 - WAS vs. TOR",L,240,103,42,72,58.3,3,10,30.0,16,24,66.7,6,30,36,21,8,5,20,20,2016-11-02 00:00:00,TOR,HOME
50,"OCT 30, 2016 - WAS @ MEM",L,265,103,38,86,44.2,5,25,20.0,22,25,88.0,8,32,40,19,8,4,14,23,2016-10-30 00:00:00,MEM,AWAY
51,"OCT 27, 2016 - WAS @ ATL",L,240,99,40,94,42.6,6,20,30.0,13,18,72.2,12,28,40,25,14,4,19,20,2016-10-27 00:00:00,ATL,AWAY
