DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.8,8.0,46.6,100%,43.4,3.2
3 Pointers,1.3,3.5,36.9,42.9%,35.5,1.4
2 Pointers,2.5,4.6,53.8,57.1%,47.8,6.1
Less Than 6 Ft,1.4,2.0,70.6,24.9%,59.4,11.2
Less Than 10 Ft,1.7,2.8,62.1,34.1%,53.1,9.1
Greater Than 15 Ft,1.7,4.5,38.1,56.3%,37.2,0.9
