,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
14,"JAN 13, 2017 - SAC vs. CLE",L,240,108,42,80,52.5,9,25,36.0,15,19,78.9,11,31,42,23,7,5,21,22,2017-01-13 00:00:00,CLE,HOME
15,"JAN 10, 2017 - SAC vs. DET",W,240,100,32,73,43.8,13,23,56.5,23,29,79.3,12,33,45,21,6,3,16,17,2017-01-10 00:00:00,DET,HOME
16,"JAN 08, 2017 - SAC vs. GSW",L,240,106,36,74,48.6,11,28,39.3,23,29,79.3,1,30,31,21,13,5,18,17,2017-01-08 00:00:00,GSW,HOME
17,"JAN 06, 2017 - SAC vs. LAC",L,240,98,36,87,41.4,9,30,30.0,17,22,77.3,12,38,50,23,4,3,6,18,2017-01-06 00:00:00,LAC,HOME
18,"JAN 04, 2017 - SAC vs. MIA",L,240,102,40,78,51.3,8,20,40.0,14,17,82.4,4,22,26,26,8,3,16,28,2017-01-04 00:00:00,MIA,HOME
19,"JAN 03, 2017 - SAC @ DEN",W,240,120,46,88,52.3,11,29,37.9,17,18,94.4,5,28,33,26,7,2,8,13,2017-01-03 00:00:00,DEN,AWAY
20,"DEC 31, 2016 - SAC vs. MEM",L,240,98,31,72,43.1,11,28,39.3,25,28,89.3,11,28,39,17,6,3,12,12,2016-12-31 00:00:00,MEM,HOME
21,"DEC 28, 2016 - SAC @ POR",L,240,89,31,79,39.2,9,28,32.1,18,23,78.3,6,33,39,20,8,3,11,20,2016-12-28 00:00:00,POR,AWAY
22,"DEC 26, 2016 - SAC vs. PHI",W,240,102,39,87,44.8,7,25,28.0,17,21,81.0,13,29,42,24,11,4,19,19,2016-12-26 00:00:00,PHI,HOME
23,"DEC 23, 2016 - SAC @ MIN",W,240,109,42,80,52.5,15,29,51.7,10,14,71.4,6,28,34,27,7,3,11,23,2016-12-23 00:00:00,MIN,AWAY
24,"DEC 21, 2016 - SAC @ UTA",W,240,94,34,74,45.9,10,21,47.6,16,24,66.7,8,33,41,13,5,3,10,19,2016-12-21 00:00:00,UTA,AWAY
25,"DEC 20, 2016 - SAC vs. POR",W,240,126,40,72,55.6,10,23,43.5,36,43,83.7,4,27,31,20,3,4,10,28,2016-12-20 00:00:00,POR,HOME
26,"DEC 18, 2016 - SAC @ DAL",L,240,79,30,76,39.5,8,31,25.8,11,17,64.7,6,36,42,16,7,4,15,21,2016-12-18 00:00:00,DAL,AWAY
27,"DEC 16, 2016 - SAC @ MEM",W,240,96,31,80,38.8,7,24,29.2,27,37,73.0,13,32,45,18,5,6,11,25,2016-12-16 00:00:00,MEM,AWAY
28,"DEC 14, 2016 - SAC @ HOU",L,240,98,39,92,42.4,11,32,34.4,9,11,81.8,12,28,40,27,8,7,15,16,2016-12-14 00:00:00,HOU,AWAY
29,"DEC 12, 2016 - SAC vs. LAL",W,240,116,47,84,56.0,10,23,43.5,12,21,57.1,13,34,47,23,16,6,21,20,2016-12-12 00:00:00,LAL,HOME
30,"DEC 10, 2016 - SAC @ UTA",L,240,84,34,90,37.8,9,26,34.6,7,13,53.8,12,22,34,17,10,4,10,14,2016-12-10 00:00:00,UTA,AWAY
31,"DEC 09, 2016 - SAC vs. NYK",L,240,100,35,87,40.2,7,28,25.0,23,27,85.2,6,33,39,24,10,1,7,20,2016-12-09 00:00:00,NYK,HOME
32,"DEC 07, 2016 - SAC @ DAL",W,240,120,47,84,56.0,10,22,45.5,16,21,76.2,6,35,41,28,10,3,14,23,2016-12-07 00:00:00,DAL,AWAY
33,"DEC 04, 2016 - SAC @ NYK",L,240,98,31,97,32.0,9,28,32.1,27,31,87.1,18,33,51,18,13,5,11,17,2016-12-04 00:00:00,NYK,AWAY
34,"DEC 02, 2016 - SAC @ BOS",L,240,92,33,88,37.5,6,26,23.1,20,25,80.0,14,37,51,22,9,10,14,16,2016-12-02 00:00:00,BOS,AWAY
35,"NOV 28, 2016 - SAC @ WAS",L,265,95,38,93,40.9,3,21,14.3,16,26,61.5,13,31,44,20,15,4,20,24,2016-11-28 00:00:00,WAS,AWAY
36,"NOV 27, 2016 - SAC @ BKN",W,240,122,46,86,53.5,13,23,56.5,17,22,77.3,9,36,45,24,11,3,13,12,2016-11-27 00:00:00,BKN,AWAY
37,"NOV 25, 2016 - SAC vs. HOU",L,240,104,39,80,48.8,9,32,28.1,17,21,81.0,4,33,37,24,7,6,14,18,2016-11-25 00:00:00,HOU,HOME
38,"NOV 23, 2016 - SAC vs. OKC",W,240,116,44,94,46.8,12,28,42.9,16,17,94.1,11,35,46,26,4,1,11,23,2016-11-23 00:00:00,OKC,HOME
39,"NOV 20, 2016 - SAC vs. TOR",W,240,102,36,81,44.4,11,27,40.7,19,25,76.0,4,33,37,26,8,8,13,18,2016-11-20 00:00:00,TOR,HOME
40,"NOV 18, 2016 - SAC vs. LAC",L,240,115,38,86,44.2,10,26,38.5,29,35,82.9,9,28,37,21,7,4,14,24,2016-11-18 00:00:00,LAC,HOME
41,"NOV 16, 2016 - SAC vs. SAS",L,240,105,36,76,47.4,9,20,45.0,24,31,77.4,10,36,46,21,5,3,16,17,2016-11-16 00:00:00,SAS,HOME
42,"NOV 11, 2016 - SAC @ POR",L,265,120,43,88,48.9,6,21,28.6,28,35,80.0,13,35,48,18,7,3,15,21,2016-11-11 00:00:00,POR,AWAY
43,"NOV 10, 2016 - SAC vs. LAL",L,240,91,34,85,40.0,8,21,38.1,15,20,75.0,11,32,43,18,13,3,15,19,2016-11-10 00:00:00,LAL,HOME
44,"NOV 08, 2016 - SAC vs. NOP",W,240,102,39,81,48.1,8,25,32.0,16,20,80.0,5,34,39,24,7,5,10,21,2016-11-08 00:00:00,NOP,HOME
45,"NOV 06, 2016 - SAC @ TOR",W,240,96,34,78,43.6,5,16,31.3,23,31,74.2,13,34,47,21,4,5,9,22,2016-11-06 00:00:00,TOR,AWAY
46,"NOV 05, 2016 - SAC @ MIL",L,240,91,33,84,39.3,10,28,35.7,15,19,78.9,13,23,36,27,8,3,14,19,2016-11-05 00:00:00,MIL,AWAY
47,"NOV 03, 2016 - SAC @ ORL",L,240,94,38,80,47.5,7,18,38.9,11,17,64.7,11,28,39,17,8,1,14,23,2016-11-03 00:00:00,ORL,AWAY
48,"NOV 01, 2016 - SAC @ MIA",L,265,96,34,89,38.2,5,23,21.7,23,27,85.2,9,44,53,12,4,4,15,23,2016-11-01 00:00:00,MIA,AWAY
49,"OCT 31, 2016 - SAC @ ATL",L,240,95,36,75,48.0,10,23,43.5,13,19,68.4,6,32,38,26,10,6,19,34,2016-10-31 00:00:00,ATL,AWAY
50,"OCT 29, 2016 - SAC vs. MIN",W,240,106,39,85,45.9,9,26,34.6,19,25,76.0,11,20,31,24,6,5,13,24,2016-10-29 00:00:00,MIN,HOME
51,"OCT 27, 2016 - SAC vs. SAS",L,240,94,28,70,40.0,6,20,30.0,32,38,84.2,6,34,40,22,7,0,15,21,2016-10-27 00:00:00,SAS,HOME
52,"OCT 26, 2016 - SAC @ PHX",W,240,113,44,86,51.2,6,21,28.6,19,26,73.1,10,31,41,24,5,5,13,20,2016-10-26 00:00:00,PHX,AWAY
