,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
24,"DEC 22, 2016 - BOS @ IND",W,240,109,38,92,41.3,10,39,25.6,23,27,85.2,9,35,44,19,10,2,10,27,2016-12-22 00:00:00,IND,AWAY
25,"DEC 20, 2016 - BOS @ MEM",W,265,112,33,81,40.7,12,37,32.4,34,38,89.5,8,33,41,22,7,5,11,22,2016-12-20 00:00:00,MEM,AWAY
26,"DEC 18, 2016 - BOS @ MIA",W,240,105,41,90,45.6,9,28,32.1,14,19,73.7,11,26,37,21,13,2,11,16,2016-12-18 00:00:00,MIA,AWAY
27,"DEC 16, 2016 - BOS vs. CHA",W,240,96,34,78,43.6,9,28,32.1,19,26,73.1,5,41,46,26,7,8,13,15,2016-12-16 00:00:00,CHA,HOME
28,"DEC 14, 2016 - BOS @ SAS",L,240,101,37,84,44.0,10,31,32.3,17,20,85.0,8,27,35,25,12,3,12,13,2016-12-14 00:00:00,SAS,AWAY
29,"DEC 11, 2016 - BOS @ OKC",L,240,96,40,90,44.4,11,32,34.4,5,8,62.5,12,28,40,28,9,4,13,22,2016-12-11 00:00:00,OKC,AWAY
30,"DEC 09, 2016 - BOS vs. TOR",L,240,94,31,83,37.3,17,42,40.5,15,22,68.2,8,38,46,24,5,4,13,18,2016-12-09 00:00:00,TOR,HOME
31,"DEC 07, 2016 - BOS @ ORL",W,240,117,43,84,51.2,7,26,26.9,24,29,82.8,11,38,49,29,7,4,10,19,2016-12-07 00:00:00,ORL,AWAY
32,"DEC 05, 2016 - BOS @ HOU",L,240,106,42,99,42.4,11,32,34.4,11,12,91.7,10,32,42,27,7,4,11,20,2016-12-05 00:00:00,HOU,AWAY
33,"DEC 03, 2016 - BOS @ PHI",W,240,107,38,76,50.0,8,26,30.8,23,29,79.3,6,31,37,22,5,3,10,21,2016-12-03 00:00:00,PHI,AWAY
34,"DEC 02, 2016 - BOS vs. SAC",W,240,97,36,88,40.9,11,28,39.3,14,15,93.3,11,34,45,25,10,9,13,22,2016-12-02 00:00:00,SAC,HOME
35,"NOV 30, 2016 - BOS vs. DET",L,240,114,40,91,44.0,15,42,35.7,19,20,95.0,9,24,33,26,6,3,5,17,2016-11-30 00:00:00,DET,HOME
36,"NOV 28, 2016 - BOS @ MIA",W,240,112,40,83,48.2,11,27,40.7,21,26,80.8,6,34,40,26,4,3,9,27,2016-11-28 00:00:00,MIA,AWAY
37,"NOV 25, 2016 - BOS vs. SAS",L,240,103,42,91,46.2,12,34,35.3,7,9,77.8,8,28,36,32,8,4,10,21,2016-11-25 00:00:00,SAS,HOME
38,"NOV 23, 2016 - BOS @ BKN",W,240,111,45,98,45.9,15,38,39.5,6,8,75.0,12,39,51,26,13,6,13,22,2016-11-23 00:00:00,BKN,AWAY
39,"NOV 21, 2016 - BOS @ MIN",W,240,99,38,84,45.2,12,38,31.6,11,14,78.6,6,33,39,20,5,4,11,21,2016-11-21 00:00:00,MIN,AWAY
40,"NOV 19, 2016 - BOS @ DET",W,240,94,33,82,40.2,12,31,38.7,16,17,94.1,9,37,46,22,3,7,8,13,2016-11-19 00:00:00,DET,AWAY
41,"NOV 18, 2016 - BOS vs. GSW",L,240,88,31,83,37.3,11,32,34.4,15,19,78.9,7,36,43,19,6,3,13,12,2016-11-18 00:00:00,GSW,HOME
42,"NOV 16, 2016 - BOS vs. DAL",W,240,90,33,76,43.4,7,21,33.3,17,23,73.9,13,40,53,18,6,3,19,17,2016-11-16 00:00:00,DAL,HOME
43,"NOV 14, 2016 - BOS @ NOP",L,240,105,38,95,40.0,12,41,29.3,17,20,85.0,11,33,44,19,9,0,10,27,2016-11-14 00:00:00,NOP,AWAY
44,"NOV 12, 2016 - BOS @ IND",W,240,105,35,80,43.8,8,25,32.0,27,33,81.8,15,32,47,22,7,7,13,21,2016-11-12 00:00:00,IND,AWAY
45,"NOV 11, 2016 - BOS vs. NYK",W,240,115,35,90,38.9,11,27,40.7,34,43,79.1,19,34,53,23,16,3,15,18,2016-11-11 00:00:00,NYK,HOME
46,"NOV 09, 2016 - BOS @ WAS",L,240,93,35,81,43.2,10,31,32.3,13,22,59.1,7,24,31,21,5,4,11,19,2016-11-09 00:00:00,WAS,AWAY
47,"NOV 06, 2016 - BOS vs. DEN",L,240,107,41,90,45.6,8,25,32.0,17,21,81.0,11,28,39,31,3,4,11,24,2016-11-06 00:00:00,DEN,HOME
48,"NOV 03, 2016 - BOS @ CLE",L,240,122,46,96,47.9,11,32,34.4,19,22,86.4,10,29,39,25,4,6,8,28,2016-11-03 00:00:00,CLE,AWAY
49,"NOV 02, 2016 - BOS vs. CHI",W,240,107,41,87,47.1,14,32,43.8,11,17,64.7,10,29,39,28,10,4,12,24,2016-11-02 00:00:00,CHI,HOME
50,"OCT 29, 2016 - BOS @ CHA",W,240,104,39,81,48.1,15,31,48.4,11,17,64.7,4,38,42,25,4,6,13,26,2016-10-29 00:00:00,CHA,AWAY
51,"OCT 27, 2016 - BOS @ CHI",L,240,99,38,76,50.0,8,23,34.8,15,24,62.5,3,33,36,22,6,6,11,25,2016-10-27 00:00:00,CHI,AWAY
52,"OCT 26, 2016 - BOS vs. BKN",W,240,122,48,89,53.9,11,32,34.4,15,18,83.3,12,35,47,36,13,9,19,20,2016-10-26 00:00:00,BKN,HOME
