,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 09, 2017 - BOS @ POR",W,240,120,44,91,48.4,10,30,33.3,22,27,81.5,14,29,43,23,8,1,8,21,2017-02-09 00:00:00,POR,AWAY
1,"FEB 08, 2017 - BOS @ SAC",L,240,92,29,73,39.7,10,32,31.3,24,27,88.9,7,32,39,18,8,2,17,19,2017-02-08 00:00:00,SAC,AWAY
2,"FEB 05, 2017 - BOS vs. LAC",W,240,107,37,88,42.0,16,52,30.8,17,20,85.0,9,36,45,24,9,3,11,21,2017-02-05 00:00:00,LAC,HOME
3,"FEB 03, 2017 - BOS vs. LAL",W,240,113,39,82,47.6,13,35,37.1,22,28,78.6,7,40,47,28,8,1,16,19,2017-02-03 00:00:00,LAL,HOME
4,"FEB 01, 2017 - BOS vs. TOR",W,240,109,36,87,41.4,12,36,33.3,25,30,83.3,12,27,39,24,6,2,9,21,2017-02-01 00:00:00,TOR,HOME
5,"JAN 30, 2017 - BOS vs. DET",W,240,113,36,82,43.9,13,32,40.6,28,33,84.8,6,38,44,23,6,5,9,18,2017-01-30 00:00:00,DET,HOME
6,"JAN 28, 2017 - BOS @ MIL",W,265,112,37,89,41.6,14,41,34.1,24,30,80.0,9,35,44,26,6,7,13,23,2017-01-28 00:00:00,MIL,AWAY
7,"JAN 27, 2017 - BOS vs. ORL",W,240,128,50,89,56.2,16,34,47.1,12,15,80.0,7,40,47,39,8,5,10,17,2017-01-27 00:00:00,ORL,HOME
8,"JAN 25, 2017 - BOS vs. HOU",W,240,120,47,91,51.6,11,32,34.4,15,16,93.8,12,36,48,33,10,3,18,27,2017-01-25 00:00:00,HOU,HOME
9,"JAN 24, 2017 - BOS @ WAS",L,240,108,38,84,45.2,10,33,30.3,22,24,91.7,8,24,32,24,10,3,13,20,2017-01-24 00:00:00,WAS,AWAY
10,"JAN 21, 2017 - BOS vs. POR",L,265,123,42,92,45.7,13,35,37.1,26,31,83.9,14,33,47,26,6,2,21,29,2017-01-21 00:00:00,POR,HOME
11,"JAN 18, 2017 - BOS vs. NYK",L,240,106,35,91,38.5,9,33,27.3,27,29,93.1,9,24,33,25,8,8,3,15,2017-01-18 00:00:00,NYK,HOME
12,"JAN 16, 2017 - BOS vs. CHA",W,240,108,42,84,50.0,15,39,38.5,9,10,90.0,8,36,44,29,6,3,12,11,2017-01-16 00:00:00,CHA,HOME
13,"JAN 13, 2017 - BOS @ ATL",W,240,103,36,83,43.4,17,44,38.6,14,19,73.7,9,34,43,22,7,3,12,16,2017-01-13 00:00:00,ATL,AWAY
14,"JAN 11, 2017 - BOS vs. WAS",W,240,117,43,85,50.6,17,41,41.5,14,18,77.8,10,35,45,20,5,7,14,10,2017-01-11 00:00:00,WAS,HOME
15,"JAN 10, 2017 - BOS @ TOR",L,240,106,40,85,47.1,9,27,33.3,17,20,85.0,6,27,33,21,7,3,14,20,2017-01-10 00:00:00,TOR,AWAY
16,"JAN 07, 2017 - BOS vs. NOP",W,240,117,40,93,43.0,18,36,50.0,19,21,90.5,15,32,47,26,6,5,10,22,2017-01-07 00:00:00,NOP,HOME
17,"JAN 06, 2017 - BOS vs. PHI",W,240,110,35,87,40.2,19,40,47.5,21,25,84.0,12,30,42,28,6,11,17,22,2017-01-06 00:00:00,PHI,HOME
18,"JAN 03, 2017 - BOS vs. UTA",W,240,115,41,74,55.4,17,31,54.8,16,17,94.1,4,28,32,31,5,6,13,22,2017-01-03 00:00:00,UTA,HOME
19,"DEC 30, 2016 - BOS vs. MIA",W,240,117,38,74,51.4,17,32,53.1,24,29,82.8,5,25,30,28,6,2,13,11,2016-12-30 00:00:00,MIA,HOME
20,"DEC 29, 2016 - BOS @ CLE",L,240,118,43,85,50.6,12,37,32.4,20,21,95.2,6,23,29,26,15,4,11,23,2016-12-29 00:00:00,CLE,AWAY
21,"DEC 27, 2016 - BOS vs. MEM",W,240,113,41,85,48.2,12,31,38.7,19,21,90.5,14,33,47,30,6,7,17,24,2016-12-27 00:00:00,MEM,HOME
22,"DEC 25, 2016 - BOS @ NYK",W,240,119,45,93,48.4,14,36,38.9,15,20,75.0,12,27,39,25,10,3,5,20,2016-12-25 00:00:00,NYK,AWAY
23,"DEC 23, 2016 - BOS vs. OKC",L,240,112,41,93,44.1,9,28,32.1,21,26,80.8,10,29,39,29,8,2,12,29,2016-12-23 00:00:00,OKC,HOME
