DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,7.6,52.7,100%,47.1,5.6
3 Pointers,0.7,1.6,43.8,20.6%,37.2,6.5
2 Pointers,3.3,6.1,55.0,79.4%,50.7,4.3
Less Than 6 Ft,2.3,3.3,69.4,43.7%,61.2,8.2
Less Than 10 Ft,2.7,4.4,61.9,57.3%,56.3,5.5
Greater Than 15 Ft,1.2,2.9,41.8,37.5%,38.4,3.4
