BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,36.4,23.5,9.0,17.6,51.2,1.2,3.4,34.6,4.2,5.2,81.5,3.5,8.4,11.9,2.9,2.7,0.7,1.5,3.1,41,1,-0.8
Home,29,37.2,25.4,9.5,17.6,53.8,1.2,3.3,35.1,5.3,6.6,81.1,3.6,9.8,13.3,3.0,2.7,0.6,1.7,3.2,27,0,2.2
Road,24,35.5,21.0,8.5,17.6,48.1,1.2,3.4,34.1,3.0,3.6,82.6,3.5,6.8,10.3,2.9,2.6,0.8,1.3,2.9,14,1,-4.4
Wins,20,37.3,24.5,9.6,17.5,54.7,0.9,2.8,30.4,4.6,5.5,83.5,3.0,10.0,13.0,3.1,3.1,0.7,2.1,3.1,20,0,11.9
Losses,33,35.9,22.8,8.7,17.7,49.1,1.4,3.7,36.6,4.1,5.1,80.2,3.8,7.5,11.3,2.8,2.5,0.7,1.2,3.1,21,1,-8.5
October,2,36.8,18.0,8.0,16.0,50.0,1.5,3.5,42.9,0.5,1.5,33.3,2.0,3.0,5.0,4.5,1.5,1.5,1.0,4.0,0,0,-10.0
November,16,34.8,23.0,8.8,17.6,50.0,1.5,4.1,36.9,3.9,5.1,76.5,3.4,7.3,10.6,2.2,2.1,0.8,1.4,2.9,10,0,0.1
December,15,35.7,21.1,7.9,16.9,46.9,0.9,3.4,27.5,4.3,5.1,84.4,3.8,9.4,13.2,3.1,3.3,0.2,1.5,2.9,13,1,-1.2
January,15,38.7,25.4,10.1,18.5,54.3,1.0,2.9,34.9,4.3,5.1,84.2,3.1,9.9,12.9,3.7,3.3,0.9,1.8,3.1,14,0,2.1
February,5,36.9,28.2,10.2,17.4,58.6,1.2,2.6,46.2,6.6,7.8,84.6,5.0,7.2,12.2,1.6,1.2,1.0,1.4,3.4,4,0,-7.6
Pre All-Star,53,36.4,23.5,9.0,17.6,51.2,1.2,3.4,34.6,4.2,5.2,81.5,3.5,8.4,11.9,2.9,2.7,0.7,1.5,3.1,41,1,-0.8
Starters,53,36.4,23.5,9.0,17.6,51.2,1.2,3.4,34.6,4.2,5.2,81.5,3.5,8.4,11.9,2.9,2.7,0.7,1.5,3.1,41,1,-0.8
0 Days Rest,8,36.2,21.0,7.4,16.1,45.7,1.3,3.6,34.5,5.0,6.1,81.6,4.0,8.6,12.6,1.9,1.8,0.9,1.3,3.4,7,0,3.3
1 Days Rest,36,36.5,24.5,9.5,18.0,52.9,1.3,3.5,35.4,4.2,5.1,82.0,3.6,8.7,12.3,2.8,2.8,0.6,1.6,2.8,28,1,-1.1
2 Days Rest,7,35.4,18.9,7.4,15.3,48.6,0.6,2.0,28.6,3.4,4.4,77.4,3.0,7.0,10.0,4.3,3.0,0.9,1.6,3.7,5,0,-1.9
3 Days Rest,1,43.0,41.0,15.0,28.0,53.6,1.0,4.0,25.0,10.0,12.0,83.3,2.0,14.0,16.0,5.0,6.0,0.0,1.0,4.0,1,0,-4.0
4 Days Rest,1,36.5,21.0,9.0,20.0,45.0,2.0,5.0,40.0,1.0,1.0,100,2.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,0,0,-13.0
