DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,5.4,44.7,100%,45.4,-0.7
3 Pointers,0.4,1.6,27.3,28.9%,34.7,-7.5
2 Pointers,2.0,3.9,51.9,71.1%,50.8,1.1
Less Than 6 Ft,1.1,1.7,66.7,31.6%,62.0,4.7
Less Than 10 Ft,1.4,2.4,58.8,44.7%,56.8,2.0
Greater Than 15 Ft,0.8,2.5,29.6,46.7%,35.8,-6.2
