,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - CHI @ PHX",L,8,4,2,3,66.7,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,-16,2017-02-10 00:00:00,PHX,AWAY
1,"FEB 08, 2017 - CHI @ GSW",L,25,3,1,9,11.1,0,2,0.0,1,2,50.0,1,3,4,2,0,0,3,1,-17,2017-02-08 00:00:00,GSW,AWAY
2,"FEB 06, 2017 - CHI @ SAC",W,31,21,8,12,66.7,1,2,50.0,4,4,100.0,0,6,6,4,2,1,0,1,21,2017-02-06 00:00:00,SAC,AWAY
3,"FEB 03, 2017 - CHI @ HOU",L,35,23,11,18,61.1,0,3,0.0,1,3,33.3,2,7,9,6,0,1,1,6,7,2017-02-03 00:00:00,HOU,AWAY
4,"FEB 01, 2017 - CHI @ OKC",W,6,8,3,4,75.0,0,1,0.0,2,2,100.0,0,2,2,1,0,0,0,0,1,2017-02-01 00:00:00,OKC,AWAY
5,"JAN 21, 2017 - CHI vs. SAC",W,20,2,1,6,16.7,0,1,0.0,0,0,0.0,1,6,7,2,0,0,1,3,1,2017-01-21 00:00:00,SAC,HOME
6,"JAN 20, 2017 - CHI @ ATL",L,19,3,1,6,16.7,1,2,50.0,0,0,0.0,1,2,3,2,2,0,2,2,-10,2017-01-20 00:00:00,ATL,AWAY
7,"JAN 17, 2017 - CHI vs. DAL",L,21,10,4,6,66.7,2,2,100.0,0,0,0.0,0,5,5,1,2,0,2,2,-6,2017-01-17 00:00:00,DAL,HOME
8,"JAN 15, 2017 - CHI @ MEM",W,27,14,5,8,62.5,0,1,0.0,4,5,80.0,1,6,7,3,1,1,2,3,3,2017-01-15 00:00:00,MEM,AWAY
9,"JAN 14, 2017 - CHI vs. NOP",W,29,11,5,12,41.7,0,1,0.0,1,2,50.0,0,3,3,2,1,0,0,5,12,2017-01-14 00:00:00,NOP,HOME
10,"JAN 12, 2017 - CHI @ NYK",L,16,3,1,8,12.5,0,2,0.0,1,1,100.0,1,3,4,2,1,0,2,3,-7,2017-01-12 00:00:00,NYK,AWAY
11,"JAN 10, 2017 - CHI @ WAS",L,29,14,4,12,33.3,0,2,0.0,6,7,85.7,0,7,7,2,2,0,3,1,-4,2017-01-10 00:00:00,WAS,AWAY
12,"JAN 09, 2017 - CHI vs. OKC",L,24,15,6,11,54.5,0,1,0.0,3,3,100.0,0,1,1,2,0,0,1,2,-23,2017-01-09 00:00:00,OKC,HOME
13,"JAN 07, 2017 - CHI vs. TOR",W,16,5,2,4,50.0,1,2,50.0,0,0,0.0,1,4,5,4,0,0,3,3,-13,2017-01-07 00:00:00,TOR,HOME
14,"JAN 04, 2017 - CHI @ CLE",W,28,13,6,13,46.2,0,3,0.0,1,2,50.0,0,3,3,3,1,1,2,3,2,2017-01-04 00:00:00,CLE,AWAY
15,"JAN 02, 2017 - CHI vs. CHA",W,31,10,4,12,33.3,0,2,0.0,2,2,100.0,1,8,9,3,0,1,1,5,-1,2017-01-02 00:00:00,CHA,HOME
16,"DEC 31, 2016 - CHI vs. MIL",L,25,4,1,6,16.7,1,4,25.0,1,2,50.0,0,1,1,4,3,1,2,4,-12,2016-12-31 00:00:00,MIL,HOME
17,"DEC 30, 2016 - CHI @ IND",L,27,12,4,10,40.0,1,3,33.3,3,3,100.0,4,4,8,1,0,1,2,3,4,2016-12-30 00:00:00,IND,AWAY
18,"DEC 28, 2016 - CHI vs. BKN",W,15,4,1,6,16.7,0,2,0.0,2,2,100.0,1,5,6,2,0,0,3,1,0,2016-12-28 00:00:00,BKN,HOME
19,"DEC 26, 2016 - CHI vs. IND",W,19,1,0,5,0.0,0,2,0.0,1,2,50.0,0,5,5,2,1,0,1,1,2,2016-12-26 00:00:00,IND,HOME
20,"OCT 31, 2016 - CHI @ BKN",W,5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,2,1,2,2016-10-31 00:00:00,BKN,AWAY
21,"OCT 29, 2016 - CHI vs. IND",W,23,7,2,8,25.0,0,1,0.0,3,4,75.0,0,1,1,5,1,2,4,2,5,2016-10-29 00:00:00,IND,HOME
22,"OCT 27, 2016 - CHI vs. BOS",W,17,5,2,6,33.3,1,1,100.0,0,0,0.0,3,3,6,3,0,0,0,3,3,2016-10-27 00:00:00,BOS,HOME
