DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,5.3,45.9,100%,43.8,2.1
3 Pointers,0.4,1.3,28.6,25.2%,31.1,-2.5
2 Pointers,2.0,4.0,51.8,74.8%,49.0,2.8
Less Than 6 Ft,1.4,2.2,63.8,42.3%,59.7,4.2
Less Than 10 Ft,1.7,2.9,57.4,55.0%,53.8,3.5
Greater Than 15 Ft,0.8,2.0,37.2,38.7%,33.2,4.0
