,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 08, 2017 - GSW vs. CHI",W,240,123,48,86,55.8,15,28,53.6,12,13,92.3,6,40,46,37,9,5,12,17,2017-02-08 00:00:00,CHI,HOME
1,"FEB 04, 2017 - GSW @ SAC",L,265,106,36,87,41.4,15,44,34.1,19,24,79.2,7,33,40,22,10,10,17,17,2017-02-04 00:00:00,SAC,AWAY
2,"FEB 02, 2017 - GSW @ LAC",W,240,133,52,99,52.5,14,34,41.2,15,18,83.3,15,31,46,38,10,2,11,26,2017-02-02 00:00:00,LAC,AWAY
3,"FEB 01, 2017 - GSW vs. CHA",W,240,126,47,96,49.0,21,48,43.8,11,14,78.6,9,38,47,35,9,13,10,18,2017-02-01 00:00:00,CHA,HOME
4,"JAN 29, 2017 - GSW @ POR",W,240,113,36,79,45.6,8,26,30.8,33,39,84.6,8,31,39,28,13,6,18,18,2017-01-29 00:00:00,POR,AWAY
5,"JAN 28, 2017 - GSW vs. LAC",W,240,144,57,92,62.0,17,34,50.0,13,16,81.3,9,39,48,35,9,7,11,17,2017-01-28 00:00:00,LAC,HOME
6,"JAN 25, 2017 - GSW @ CHA",W,240,113,39,82,47.6,11,28,39.3,24,27,88.9,5,36,41,23,7,14,12,19,2017-01-25 00:00:00,CHA,AWAY
7,"JAN 23, 2017 - GSW @ MIA",L,240,102,41,88,46.6,8,30,26.7,12,20,60.0,7,36,43,27,9,4,14,20,2017-01-23 00:00:00,MIA,AWAY
8,"JAN 22, 2017 - GSW @ ORL",W,240,118,42,89,47.2,19,42,45.2,15,19,78.9,13,39,52,27,8,4,18,15,2017-01-22 00:00:00,ORL,AWAY
9,"JAN 20, 2017 - GSW @ HOU",W,240,125,47,89,52.8,15,38,39.5,16,21,76.2,8,33,41,30,8,7,14,18,2017-01-20 00:00:00,HOU,AWAY
10,"JAN 18, 2017 - GSW vs. OKC",W,240,121,46,85,54.1,10,21,47.6,19,27,70.4,11,35,46,35,11,8,18,16,2017-01-18 00:00:00,OKC,HOME
11,"JAN 16, 2017 - GSW vs. CLE",W,240,126,46,91,50.5,15,34,44.1,19,24,79.2,11,47,58,37,10,11,16,22,2017-01-16 00:00:00,CLE,HOME
12,"JAN 12, 2017 - GSW vs. DET",W,240,127,50,89,56.2,15,29,51.7,12,18,66.7,6,31,37,39,14,4,18,14,2017-01-12 00:00:00,DET,HOME
13,"JAN 10, 2017 - GSW vs. MIA",W,240,107,39,86,45.3,11,27,40.7,18,22,81.8,5,43,48,28,6,7,11,16,2017-01-10 00:00:00,MIA,HOME
14,"JAN 08, 2017 - GSW @ SAC",W,240,117,45,89,50.6,10,29,34.5,17,20,85.0,13,33,46,33,11,6,17,22,2017-01-08 00:00:00,SAC,AWAY
15,"JAN 06, 2017 - GSW vs. MEM",L,265,119,41,83,49.4,8,30,26.7,29,39,74.4,7,37,44,23,7,5,16,21,2017-01-06 00:00:00,MEM,HOME
16,"JAN 04, 2017 - GSW vs. POR",W,240,125,44,87,50.6,13,36,36.1,24,29,82.8,8,31,39,31,14,9,15,20,2017-01-04 00:00:00,POR,HOME
17,"JAN 02, 2017 - GSW vs. DEN",W,240,127,50,95,52.6,11,25,44.0,16,21,76.2,12,31,43,33,7,2,13,14,2017-01-02 00:00:00,DEN,HOME
18,"DEC 30, 2016 - GSW vs. DAL",W,240,108,42,84,50.0,11,33,33.3,13,15,86.7,4,39,43,31,5,4,13,12,2016-12-30 00:00:00,DAL,HOME
