,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
19,"DEC 28, 2016 - GSW vs. TOR",W,240,121,46,81,56.8,14,23,60.9,15,18,83.3,9,42,51,33,4,9,20,16,2016-12-28 00:00:00,TOR,HOME
20,"DEC 25, 2016 - GSW @ CLE",L,240,108,37,77,48.1,9,30,30.0,25,29,86.2,5,37,42,25,8,4,19,24,2016-12-25 00:00:00,CLE,AWAY
21,"DEC 23, 2016 - GSW @ DET",W,240,119,43,77,55.8,11,27,40.7,22,24,91.7,4,37,41,35,9,2,22,21,2016-12-23 00:00:00,DET,AWAY
22,"DEC 22, 2016 - GSW @ BKN",W,240,117,47,104,45.2,12,37,32.4,11,14,78.6,11,40,51,29,19,7,12,19,2016-12-22 00:00:00,BKN,AWAY
23,"DEC 20, 2016 - GSW vs. UTA",W,240,104,40,90,44.4,9,23,39.1,15,17,88.2,9,41,50,24,13,3,10,18,2016-12-20 00:00:00,UTA,HOME
24,"DEC 17, 2016 - GSW vs. POR",W,240,135,51,87,58.6,14,28,50.0,19,26,73.1,9,47,56,36,7,5,15,16,2016-12-17 00:00:00,POR,HOME
25,"DEC 15, 2016 - GSW vs. NYK",W,240,103,45,96,46.9,9,32,28.1,4,8,50.0,15,42,57,41,7,10,17,17,2016-12-15 00:00:00,NYK,HOME
26,"DEC 13, 2016 - GSW @ NOP",W,240,113,42,95,44.2,14,34,41.2,15,19,78.9,9,36,45,30,6,5,12,12,2016-12-13 00:00:00,NOP,AWAY
27,"DEC 11, 2016 - GSW @ MIN",W,240,116,38,83,45.8,13,32,40.6,27,30,90.0,6,31,37,30,9,4,8,24,2016-12-11 00:00:00,MIN,AWAY
28,"DEC 10, 2016 - GSW @ MEM",L,240,89,34,77,44.2,9,27,33.3,12,20,60.0,10,32,42,15,6,8,23,23,2016-12-10 00:00:00,MEM,AWAY
29,"DEC 08, 2016 - GSW @ UTA",W,240,106,39,80,48.8,12,29,41.4,16,23,69.6,9,38,47,26,10,4,16,23,2016-12-08 00:00:00,UTA,AWAY
30,"DEC 07, 2016 - GSW @ LAC",W,240,115,42,88,47.7,7,30,23.3,24,29,82.8,12,33,45,32,12,4,11,24,2016-12-07 00:00:00,LAC,AWAY
31,"DEC 05, 2016 - GSW vs. IND",W,240,142,54,104,51.9,14,37,37.8,20,26,76.9,16,38,54,45,12,13,11,22,2016-12-05 00:00:00,IND,HOME
32,"DEC 03, 2016 - GSW vs. PHX",W,240,138,49,78,62.8,14,21,66.7,26,34,76.5,6,32,38,37,9,5,17,19,2016-12-03 00:00:00,PHX,HOME
33,"DEC 01, 2016 - GSW vs. HOU",L,290,127,43,104,41.3,12,44,27.3,29,37,78.4,13,41,54,31,12,7,17,27,2016-12-01 00:00:00,HOU,HOME
34,"NOV 28, 2016 - GSW vs. ATL",W,240,105,37,85,43.5,12,35,34.3,19,24,79.2,7,34,41,25,6,10,14,20,2016-11-28 00:00:00,ATL,HOME
35,"NOV 26, 2016 - GSW vs. MIN",W,240,115,45,81,55.6,11,22,50.0,14,17,82.4,12,33,45,25,9,8,18,14,2016-11-26 00:00:00,MIN,HOME
36,"NOV 25, 2016 - GSW @ LAL",W,240,109,43,83,51.8,11,28,39.3,12,17,70.6,4,40,44,31,10,10,17,21,2016-11-25 00:00:00,LAL,AWAY
37,"NOV 23, 2016 - GSW vs. LAL",W,240,149,53,86,61.6,19,36,52.8,24,35,68.6,6,42,48,47,7,5,10,20,2016-11-23 00:00:00,LAL,HOME
38,"NOV 21, 2016 - GSW @ IND",W,240,120,40,90,44.4,13,36,36.1,27,32,84.4,12,48,60,31,9,10,12,17,2016-11-21 00:00:00,IND,AWAY
39,"NOV 19, 2016 - GSW @ MIL",W,240,124,42,95,44.2,14,38,36.8,26,32,81.3,18,27,45,30,8,5,12,25,2016-11-19 00:00:00,MIL,AWAY
40,"NOV 18, 2016 - GSW @ BOS",W,240,104,44,90,48.9,9,28,32.1,7,12,58.3,9,41,50,33,10,7,11,20,2016-11-18 00:00:00,BOS,AWAY
41,"NOV 16, 2016 - GSW @ TOR",W,240,127,44,87,50.6,13,36,36.1,26,28,92.9,7,28,35,33,9,7,12,25,2016-11-16 00:00:00,TOR,AWAY
42,"NOV 13, 2016 - GSW vs. PHX",W,240,133,45,87,51.7,16,33,48.5,27,31,87.1,8,35,43,32,8,7,16,20,2016-11-13 00:00:00,PHX,HOME
43,"NOV 10, 2016 - GSW @ DEN",W,240,125,46,85,54.1,14,30,46.7,19,20,95.0,9,35,44,33,15,6,15,18,2016-11-10 00:00:00,DEN,AWAY
44,"NOV 09, 2016 - GSW vs. DAL",W,240,116,43,74,58.1,17,33,51.5,13,22,59.1,5,34,39,33,3,5,15,22,2016-11-09 00:00:00,DAL,HOME
45,"NOV 07, 2016 - GSW vs. NOP",W,240,116,45,90,50.0,16,35,45.7,10,12,83.3,10,28,38,35,14,4,15,17,2016-11-07 00:00:00,NOP,HOME
46,"NOV 04, 2016 - GSW @ LAL",L,240,97,39,86,45.3,5,32,15.6,14,20,70.0,9,31,40,26,13,3,20,13,2016-11-04 00:00:00,LAL,AWAY
47,"NOV 03, 2016 - GSW vs. OKC",W,240,122,46,89,51.7,14,30,46.7,16,20,80.0,15,31,46,27,9,14,15,18,2016-11-03 00:00:00,OKC,HOME
48,"NOV 01, 2016 - GSW @ POR",W,240,127,50,89,56.2,10,26,38.5,17,23,73.9,7,38,45,36,14,4,16,19,2016-11-01 00:00:00,POR,AWAY
49,"OCT 30, 2016 - GSW @ PHX",W,240,106,35,83,42.2,8,29,27.6,28,33,84.8,7,36,43,27,6,5,15,23,2016-10-30 00:00:00,PHX,AWAY
50,"OCT 28, 2016 - GSW @ NOP",W,240,122,44,91,48.4,9,28,32.1,25,28,89.3,9,40,49,32,8,2,14,22,2016-10-28 00:00:00,NOP,AWAY
51,"OCT 25, 2016 - GSW vs. SAS",L,240,100,40,85,47.1,7,33,21.2,13,18,72.2,8,27,35,24,11,6,16,19,2016-10-25 00:00:00,SAS,HOME
