BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,22,22.3,8.5,3.3,8.3,39.3,0.4,1.8,20.0,1.6,2.1,78.3,0.8,4.0,4.7,2.5,1.7,0.8,0.4,2.5,0,0,-1.4
Home,11,21.9,6.7,2.5,7.5,34.1,0.5,1.7,26.3,1.2,1.5,76.5,0.6,3.8,4.5,2.7,1.6,0.7,0.4,2.8,0,0,-2.9
Road,11,22.7,10.4,4.0,9.2,43.6,0.3,1.9,14.3,2.1,2.6,79.3,0.9,4.1,5.0,2.4,1.7,0.9,0.5,2.2,0,0,0.2
Wins,13,20.6,7.8,3.0,7.5,40.2,0.2,1.5,15.8,1.5,1.9,80.0,0.6,4.2,4.8,2.6,1.5,0.6,0.5,2.4,0,0,2.9
Losses,9,24.7,9.7,3.7,9.6,38.4,0.6,2.3,23.8,1.8,2.3,76.2,1.0,3.7,4.7,2.4,2.0,1.1,0.3,2.7,0,0,-7.6
October,3,15.0,4.0,1.3,5.0,26.7,0.3,0.7,50.0,1.0,1.3,75.0,1.0,2.0,3.0,2.7,2.0,0.7,0.7,2.0,0,0,3.3
December,4,21.7,5.3,1.5,6.8,22.2,0.5,2.8,18.2,1.8,2.3,77.8,1.3,3.8,5.0,2.3,2.0,1.0,0.5,2.3,0,0,-1.5
January,11,23.7,9.1,3.5,8.9,39.8,0.4,1.7,21.1,1.6,2.0,81.8,0.5,4.4,4.9,2.4,1.7,0.9,0.3,2.9,0,0,-4.2
February,4,24.5,13.8,5.8,10.8,53.5,0.3,2.0,12.5,2.0,2.8,72.7,0.8,4.5,5.3,3.3,1.0,0.5,0.5,2.0,0,0,3.0
Pre All-Star,22,22.3,8.5,3.3,8.3,39.3,0.4,1.8,20.0,1.6,2.1,78.3,0.8,4.0,4.7,2.5,1.7,0.8,0.4,2.5,0,0,-1.4
Starters,15,25.1,10.1,4.0,9.5,42.0,0.4,2.0,20.0,1.7,2.2,75.8,0.6,4.3,4.9,2.8,1.7,1.0,0.4,2.9,0,0,-3.1
Bench,7,16.1,5.3,1.7,5.7,30.0,0.3,1.4,20.0,1.6,1.9,84.6,1.1,3.1,4.3,2.0,1.7,0.4,0.4,1.6,0,0,2.4
0 Days Rest,4,25.2,8.5,2.8,8.0,34.4,0.3,2.0,12.5,2.8,3.5,78.6,0.5,5.0,5.5,2.8,2.0,1.5,0.5,2.8,0,0,-3.0
1 Days Rest,12,23.3,9.3,3.8,9.5,39.5,0.3,1.8,13.6,1.5,2.0,75.0,0.8,3.8,4.6,2.4,1.9,0.6,0.5,2.8,0,0,-1.8
2 Days Rest,3,22.4,9.7,3.7,7.3,50.0,1.0,2.0,50.0,1.3,1.3,100,0.7,4.0,4.7,3.3,1.7,1.3,0.3,2.0,0,0,-0.7
6+ Days Rest,3,14.2,4.7,1.7,5.0,33.3,0.3,1.3,25.0,1.0,1.3,75.0,1.0,3.3,4.3,2.0,0.3,0.3,0.0,1.3,0,0,2.0
