DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.7,7.8,47.1,100%,44.8,2.3
3 Pointers,1.0,2.7,37.0,34.6%,35.5,1.4
2 Pointers,2.7,5.1,52.4,65.4%,49.5,2.9
Less Than 6 Ft,1.4,1.8,77.2,23.0%,61.1,16.1
Less Than 10 Ft,1.6,2.7,61.5,34.0%,55.1,6.5
Greater Than 15 Ft,1.6,4.0,40.0,50.9%,38.2,1.8
