DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,9.2,51.9,100%,44.3,7.6
3 Pointers,1.3,3.0,43.3,32.2%,36.3,7.0
2 Pointers,3.5,6.2,56.0,67.8%,48.7,7.3
Less Than 6 Ft,1.9,2.3,80.0,25.3%,59.5,20.5
Less Than 10 Ft,2.2,3.1,69.4,33.9%,54.4,15.0
Greater Than 15 Ft,2.0,5.0,40.9,54.4%,37.8,3.1
