,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
30,"DEC 09, 2016 - MIL vs. ATL",L,240,110,44,94,46.8,12,28,42.9,10,14,71.4,9,34,43,26,11,5,15,25,2016-12-09 00:00:00,ATL,HOME
31,"DEC 07, 2016 - MIL vs. POR",W,240,115,40,77,51.9,10,24,41.7,25,37,67.6,5,36,41,19,8,7,10,13,2016-12-07 00:00:00,POR,HOME
32,"DEC 05, 2016 - MIL vs. SAS",L,240,96,30,73,41.1,6,24,25.0,30,34,88.2,7,36,43,16,4,7,14,16,2016-12-05 00:00:00,SAS,HOME
33,"DEC 03, 2016 - MIL vs. BKN",W,240,112,40,85,47.1,6,24,25.0,26,36,72.2,7,39,46,25,9,10,11,24,2016-12-03 00:00:00,BKN,HOME
34,"DEC 01, 2016 - MIL @ BKN",W,240,111,36,80,45.0,15,34,44.1,24,29,82.8,14,34,48,23,8,10,18,18,2016-12-01 00:00:00,BKN,AWAY
35,"NOV 29, 2016 - MIL vs. CLE",W,240,118,46,86,53.5,7,19,36.8,19,23,82.6,10,33,43,27,15,6,17,22,2016-11-29 00:00:00,CLE,HOME
36,"NOV 27, 2016 - MIL @ ORL",W,240,104,41,86,47.7,8,24,33.3,14,20,70.0,10,43,53,24,6,6,11,16,2016-11-27 00:00:00,ORL,AWAY
37,"NOV 25, 2016 - MIL vs. TOR",L,240,99,40,79,50.6,12,29,41.4,7,12,58.3,7,31,38,26,4,2,11,19,2016-11-25 00:00:00,TOR,HOME
38,"NOV 21, 2016 - MIL vs. ORL",W,240,93,35,86,40.7,8,29,27.6,15,21,71.4,7,30,37,25,16,9,13,22,2016-11-21 00:00:00,ORL,HOME
39,"NOV 19, 2016 - MIL vs. GSW",L,240,121,46,89,51.7,10,20,50.0,19,25,76.0,10,31,41,27,7,1,13,23,2016-11-19 00:00:00,GSW,HOME
40,"NOV 17, 2016 - MIL @ MIA",L,240,73,28,85,32.9,7,23,30.4,10,13,76.9,12,36,48,20,4,8,13,20,2016-11-17 00:00:00,MIA,AWAY
41,"NOV 16, 2016 - MIL @ ATL",L,240,100,39,98,39.8,8,32,25.0,14,18,77.8,15,32,47,25,9,2,14,25,2016-11-16 00:00:00,ATL,AWAY
42,"NOV 12, 2016 - MIL vs. MEM",W,240,106,36,68,52.9,7,18,38.9,27,36,75.0,5,30,35,20,9,5,12,20,2016-11-12 00:00:00,MEM,HOME
43,"NOV 10, 2016 - MIL vs. NOP",L,240,106,40,91,44.0,6,18,33.3,20,25,80.0,11,37,48,23,4,5,11,20,2016-11-10 00:00:00,NOP,HOME
44,"NOV 06, 2016 - MIL @ DAL",L,265,75,30,82,36.6,6,29,20.7,9,12,75.0,9,42,51,14,11,2,27,26,2016-11-06 00:00:00,DAL,AWAY
45,"NOV 05, 2016 - MIL vs. SAC",W,240,117,41,82,50.0,14,33,42.4,21,25,84.0,17,36,53,28,12,10,15,22,2016-11-05 00:00:00,SAC,HOME
46,"NOV 03, 2016 - MIL vs. IND",W,240,125,47,82,57.3,12,27,44.4,19,24,79.2,12,29,41,32,10,6,21,23,2016-11-03 00:00:00,IND,HOME
47,"NOV 01, 2016 - MIL @ NOP",W,240,117,44,91,48.4,10,32,31.3,19,21,90.5,11,38,49,30,9,5,15,25,2016-11-01 00:00:00,NOP,AWAY
48,"OCT 30, 2016 - MIL @ DET",L,240,83,34,87,39.1,4,17,23.5,11,14,78.6,10,30,40,22,10,4,12,16,2016-10-30 00:00:00,DET,AWAY
49,"OCT 29, 2016 - MIL vs. BKN",W,240,110,41,88,46.6,8,22,36.4,20,24,83.3,8,36,44,25,14,5,14,23,2016-10-29 00:00:00,BKN,HOME
50,"OCT 26, 2016 - MIL vs. CHA",L,240,96,39,92,42.4,3,16,18.8,15,20,75.0,10,36,46,23,4,5,8,22,2016-10-26 00:00:00,CHA,HOME
