DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.6,8.0,44.8,100%,45.2,-0.4
3 Pointers,0.9,2.8,32.3,34.5%,35.9,-3.5
2 Pointers,2.7,5.3,51.4,65.5%,50.2,1.2
Less Than 6 Ft,1.3,2.1,61.8,26.4%,61.0,0.8
Less Than 10 Ft,1.7,2.9,58.0,35.8%,55.7,2.3
Greater Than 15 Ft,1.6,4.3,36.4,53.4%,37.7,-1.2
