BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,43,17.0,4.1,1.5,2.9,52.4,0.0,0.0,0.0,1.0,1.6,67.2,2.0,3.1,5.1,0.5,0.8,0.3,0.5,3.0,2,0,-2.0
Home,19,17.9,4.2,1.6,3.1,53.4,0.0,0.0,0.0,0.9,1.5,62.1,2.1,3.1,5.1,0.5,0.8,0.3,0.6,3.1,0,0,0.2
Road,24,16.2,4.0,1.5,2.8,51.5,0.0,0.0,0.0,1.1,1.6,71.1,1.9,3.2,5.1,0.5,0.8,0.4,0.4,2.9,2,0,-3.8
Wins,18,18.6,4.2,1.6,3.0,51.9,0.0,0.0,0.0,1.1,1.7,63.3,2.1,3.1,5.2,0.7,0.9,0.4,0.7,3.1,0,0,1.2
Losses,25,15.8,4.1,1.5,2.9,52.8,0.0,0.0,0.0,1.0,1.5,70.3,1.9,3.2,5.1,0.4,0.7,0.3,0.3,2.9,2,0,-4.3
October,3,16.6,3.3,1.3,2.0,66.7,0.0,0.0,0.0,0.7,0.7,100,1.0,3.0,4.0,0.7,0.3,0.7,0.3,3.3,0,0,-0.7
November,17,18.2,3.9,1.5,3.2,47.3,0.0,0.0,0.0,0.8,1.5,56.0,2.1,3.2,5.3,0.6,0.9,0.3,0.6,3.2,1,0,-4.1
December,14,17.0,4.6,1.6,3.0,52.4,0.0,0.0,0.0,1.5,2.0,75.0,2.5,3.0,5.5,0.4,0.8,0.4,0.6,2.9,1,0,-0.2
January,7,14.0,3.6,1.3,2.3,56.3,0.0,0.0,0.0,1.0,1.4,70.0,1.1,3.7,4.9,0.6,0.7,0.3,0.1,2.7,0,0,0.6
February,2,16.9,5.5,2.5,3.5,71.4,0.0,0.0,0.0,0.5,1.0,50.0,2.0,1.5,3.5,0.5,0.5,0.5,0.0,2.0,0,0,-8.0
Pre All-Star,43,17.0,4.1,1.5,2.9,52.4,0.0,0.0,0.0,1.0,1.6,67.2,2.0,3.1,5.1,0.5,0.8,0.3,0.5,3.0,2,0,-2.0
Starters,11,25.6,5.3,2.3,4.3,53.2,0.0,0.0,0.0,0.7,1.0,72.7,2.8,4.1,6.9,1.0,1.0,0.5,1.0,3.2,1,0,-1.7
Bench,32,14.0,3.7,1.3,2.5,51.9,0.0,0.0,0.0,1.2,1.8,66.1,1.7,2.8,4.5,0.4,0.7,0.3,0.3,2.9,1,0,-2.1
0 Days Rest,8,15.2,4.3,1.4,3.0,45.8,0.0,0.0,0.0,1.5,2.0,75.0,2.4,3.8,6.1,1.1,1.0,0.1,0.8,3.1,1,0,2.8
1 Days Rest,22,17.1,4.1,1.5,2.7,56.7,0.0,0.0,0.0,1.0,1.7,59.5,1.7,3.1,4.8,0.4,0.8,0.5,0.4,2.9,1,0,-3.8
2 Days Rest,6,18.0,2.8,1.2,3.2,36.8,0.0,0.0,0.0,0.5,0.7,75.0,2.3,2.3,4.7,0.3,0.8,0.3,0.8,3.0,0,0,-4.0
3 Days Rest,5,17.1,4.6,1.8,3.0,60.0,0.0,0.0,0.0,1.0,1.2,83.3,2.0,3.4,5.4,0.6,0.6,0.2,0.2,3.2,0,0,-2.8
4 Days Rest,1,21.2,8.0,3.0,6.0,50.0,0.0,0.0,0.0,2.0,2.0,100,3.0,5.0,8.0,0.0,0.0,1.0,0.0,3.0,0,0,10.0
6+ Days Rest,1,16.3,5.0,2.0,2.0,100,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,2.0
