DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,0.8,1.3,60.0,100%,44.3,15.7
3 Pointers,0.3,0.5,50.0,40.0%,37.5,12.5
2 Pointers,0.5,0.8,66.7,60.0%,47.8,18.9
Less Than 6 Ft,0.3,0.5,50.0,40.0%,60.5,-10.5
Less Than 10 Ft,0.3,0.5,50.0,40.0%,53.7,-3.7
Greater Than 15 Ft,0.5,0.8,66.7,60.0%,36.4,30.2
