DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.5,5.1,49.7,100%,47.9,1.8
3 Pointers,0.3,1.0,34.4,19.2%,34.8,-0.4
2 Pointers,2.2,4.1,53.3,80.8%,51.2,2.1
Less Than 6 Ft,1.3,2.0,64.6,38.9%,61.5,3.1
Less Than 10 Ft,1.6,2.9,56.4,56.3%,55.9,0.5
Greater Than 15 Ft,0.7,1.7,41.1,33.5%,37.6,3.4
