DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.6,3.7,43.8,100%,44.1,-0.2
3 Pointers,0.6,1.5,41.7,41.1%,35.3,6.4
2 Pointers,1.0,2.2,45.3,58.9%,48.8,-3.5
Less Than 6 Ft,0.6,1.0,56.4,26.7%,58.5,-2.1
Less Than 10 Ft,0.7,1.3,51.9,35.6%,53.8,-1.9
Greater Than 15 Ft,0.9,2.2,39.1,59.6%,37.4,1.7
