DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,6.3,47.4,100%,44.8,2.6
3 Pointers,0.0,1.0,0.0,15.8%,34.1,-34.1
2 Pointers,3.0,5.3,56.3,84.2%,47.0,9.2
Less Than 6 Ft,1.7,2.7,62.5,42.1%,57.9,4.6
Less Than 10 Ft,2.0,4.0,50.0,63.2%,53.1,-3.1
Greater Than 15 Ft,1.0,2.3,42.9,36.8%,37.2,5.6
