DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.3,6.5,50.0,100%,44.0,6.0
3 Pointers,1.0,2.6,40.3,39.3%,36.6,3.7
2 Pointers,2.2,4.0,56.3,60.7%,49.0,7.3
Less Than 6 Ft,1.2,1.7,69.2,26.5%,62.2,7.1
Less Than 10 Ft,1.4,2.2,62.7,34.2%,55.1,7.6
Greater Than 15 Ft,1.6,3.7,42.9,57.1%,37.8,5.1
