DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.6,9.7,47.2,100%,48.0,-0.8
3 Pointers,0.5,1.7,29.2,17.6%,35.2,-6.0
2 Pointers,4.1,8.0,51.1,82.4%,51.5,-0.5
Less Than 6 Ft,2.4,3.9,60.3,40.3%,61.3,-1.0
Less Than 10 Ft,3.0,5.5,54.4,56.7%,56.7,-2.3
Greater Than 15 Ft,1.3,3.5,36.8,36.0%,37.4,-0.6
