DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,10.6,45.7,100%,45.3,0.4
3 Pointers,0.9,2.6,35.5,24.2%,34.7,0.8
2 Pointers,3.9,8.0,48.9,75.8%,49.8,-0.9
Less Than 6 Ft,2.0,3.5,58.9,32.7%,60.4,-1.5
Less Than 10 Ft,3.0,5.3,55.6,50.1%,55.3,0.3
Greater Than 15 Ft,1.6,4.3,36.1,40.5%,36.9,-0.8
